SKU,Category,Cost,Price
SKU00760,Clothing,14.44,21.7
SKU00761,Home & Garden,13.43,25.34
SKU00762,Sports,46.32,59.69
SKU00763,Automotive,26.2,48.67
SKU00764,Automotive,21.1,33.66
SKU00765,Home & Garden,44.59,72.25
SKU00766,Books,10.08,12.8
SKU00767,Electronics,15.79,20.75
SKU00768,Automotive,38.29,51.8
SKU00769,Automotive,24.6,40.88
SKU00770,Electronics,42.87,67.6
SKU00771,Home & Garden,6.4,11.47
SKU00772,Clothing,19.63,34.33
SKU00773,Food,12.52,21.59
SKU00774,Electronics,42.67,60.73
SKU00775,Home & Garden,36.24,58.35
SKU00776,Toys,21.22,26.62
SKU00777,Automotive,18.68,32.17
SKU00778,Sports,44.2,80.14
SKU00779,Home & Garden,7.66,14.7
SKU00780,Home & Garden,45.82,79.58
SKU00781,Food,12.61,19.06
SKU00782,Toys,15.2,22.88
SKU00783,Home & Garden,23.57,43.42
SKU00784,Sports,5.81,8.93
SKU00785,Health,48.48,63.12
SKU00786,Automotive,18.15,35.0
SKU00787,Health,36.47,68.25
SKU00788,Food,32.96,54.3
SKU00789,Food,28.97,49.48
SKU00790,Sports,10.07,17.75
SKU00791,Sports,9.34,13.02
SKU00792,Electronics,26.09,37.6
SKU00793,Books,18.38,26.46
SKU00794,Automotive,7.17,13.78
SKU00795,Beauty,44.48,65.13
SKU00796,Toys,45.15,60.88
SKU00797,Food,28.91,54.08
SKU00798,Home & Garden,17.05,31.22
SKU00799,Books,28.47,35.61
SKU00800,Sports,14.91,23.72
SKU00801,Books,9.22,17.78
SKU00802,Sports,44.08,55.18
SKU00803,Electronics,6.13,10.76
SKU00804,Beauty,19.26,29.81
SKU00805,Automotive,20.34,27.09
SKU00806,Toys,32.32,55.11
SKU00807,Sports,40.5,69.32
SKU00808,Food,28.06,36.01
SKU00809,Toys,40.4,79.86
SKU00810,Clothing,17.22,27.18
SKU00811,Automotive,27.78,47.43
SKU00812,Toys,45.12,54.25
SKU00813,Toys,7.05,9.26
SKU00814,Health,48.72,71.38
SKU00815,Electronics,33.01,52.02
SKU00816,Sports,14.31,23.09
SKU00817,Toys,43.44,53.84
SKU00818,Beauty,6.65,8.56
SKU00819,Health,25.83,40.06
SKU00820,Health,18.21,35.42
SKU00821,Automotive,41.75,59.61
SKU00822,Electronics,10.12,14.94
SKU00823,Food,30.87,37.77
SKU00824,Home & Garden,25.28,49.13
SKU00825,Electronics,22.54,40.22
SKU00826,Beauty,45.84,81.2
SKU00827,Electronics,42.07,82.63
SKU00828,Health,37.46,70.82
SKU00829,Food,37.29,69.5
SKU00830,Electronics,32.17,56.28
SKU00831,Clothing,34.94,64.3
SKU00832,Sports,21.61,28.02
SKU00833,Beauty,38.8,48.77
SKU00834,Health,19.45,35.01
SKU00835,Clothing,35.09,61.15
SKU00836,Clothing,44.96,75.49
SKU00837,Clothing,11.25,14.54
SKU00838,Food,44.32,78.85
SKU00839,Books,45.61,57.16
SKU00840,Beauty,41.9,73.57
SKU00841,Home & Garden,25.2,31.94
SKU00842,Health,45.96,84.85
SKU00843,Automotive,37.81,65.11
SKU00844,Books,36.16,55.83
SKU00845,Home & Garden,8.49,13.88
SKU00846,Toys,40.5,63.07
SKU00847,Clothing,22.29,34.78
SKU00848,Automotive,24.39,35.5
SKU00849,Health,21.65,26.46
SKU00850,Electronics,28.66,46.13
SKU00851,Books,34.06,42.09
SKU00852,Electronics,20.56,27.22
SKU00853,Health,34.06,58.23
SKU00854,Electronics,9.56,17.94
SKU00855,Beauty,21.41,29.42
SKU00856,Toys,25.43,44.52
SKU00857,Clothing,26.85,32.81
SKU00858,Home & Garden,48.38,72.93
SKU00859,Toys,46.65,71.44
SKU00860,Home & Garden,6.05,10.92
SKU00861,Books,18.02,34.59
SKU00862,Books,48.02,69.68
SKU00863,Food,24.99,49.87
SKU00864,Automotive,49.28,70.51
SKU00865,Sports,6.39,12.63
SKU00866,Toys,29.36,38.86
SKU00867,Electronics,28.95,38.64
SKU00868,Books,42.51,66.0
SKU00869,Health,42.21,74.59
SKU00870,Health,7.59,11.19
SKU00871,Books,48.49,79.82
SKU00872,Home & Garden,12.44,20.72
SKU00873,Home & Garden,11.77,21.82
SKU00874,Sports,23.08,46.05
SKU00875,Clothing,33.05,54.72
SKU00876,Health,25.77,45.98
SKU00877,Beauty,6.78,10.71
SKU00878,Sports,45.81,59.83
SKU00879,Books,31.96,47.39
SKU00880,Toys,10.88,19.94
SKU00881,Books,40.74,57.88
SKU00882,Health,47.48,62.63
SKU00883,Home & Garden,28.08,35.8
SKU00884,Sports,43.86,73.29
SKU00885,Health,27.11,43.87
SKU00886,Beauty,24.86,41.87
SKU00887,Automotive,21.3,37.93
SKU00888,Books,49.13,74.98
SKU00889,Home & Garden,32.1,53.7
SKU00890,Food,48.02,65.33
SKU00891,Automotive,7.68,9.23
SKU00892,Electronics,43.11,82.54
SKU00893,Home & Garden,19.04,26.74
SKU00894,Books,27.97,47.58
SKU00895,Food,5.86,9.27
SKU00896,Toys,37.52,65.81
SKU00897,Health,33.46,57.41
SKU00898,Clothing,20.0,35.73
SKU00899,Automotive,40.7,81.1
SKU00900,Clothing,35.46,66.05
SKU00901,Food,5.1,6.31
SKU00902,Sports,42.54,76.24
SKU00903,Books,5.25,10.25
SKU00904,Automotive,39.48,74.08
SKU00905,Clothing,9.7,14.73
SKU00906,Clothing,8.49,12.96
SKU00907,Toys,18.78,30.78
SKU00908,Clothing,5.27,6.75
SKU00909,Toys,18.48,23.31
SKU00910,Food,42.89,59.78
SKU00911,Toys,7.26,9.14
SKU00912,Beauty,18.29,25.35
SKU00913,Food,23.06,33.07
SKU00914,Beauty,23.23,44.71
SKU00915,Food,26.44,36.51
SKU00916,Automotive,14.87,18.24
SKU00917,Home & Garden,21.1,36.26
SKU00918,Toys,13.45,23.89
SKU00919,Health,31.36,53.31
SKU00920,Sports,33.67,54.58
SKU00921,Clothing,37.13,68.98
SKU00922,Beauty,18.05,29.79
SKU00923,Sports,11.43,20.8
SKU00924,Clothing,23.07,30.61
SKU00925,Clothing,11.02,18.78
SKU00926,Automotive,38.69,56.26
SKU00927,Electronics,28.0,34.65
SKU00928,Toys,36.81,46.02
SKU00929,Clothing,26.01,38.3
SKU00930,Automotive,8.72,16.96
SKU00931,Automotive,21.21,30.04
SKU00932,Clothing,19.1,34.98
SKU00933,Home & Garden,24.52,47.28
SKU00934,Beauty,48.38,61.52
SKU00935,Health,6.9,11.4
SKU00936,Automotive,36.67,44.14
SKU00937,Food,16.44,31.24
SKU00938,Books,48.47,87.68
SKU00939,Electronics,35.42,69.26
SKU00940,Automotive,9.74,17.78
SKU00941,Books,7.17,10.67
SKU00942,Food,27.52,42.55
SKU00943,Clothing,33.55,60.95
SKU00944,Automotive,7.36,13.34
SKU00945,Clothing,29.84,45.74
SKU00946,Clothing,14.54,25.09
SKU00947,Toys,44.61,61.23
SKU00948,Food,32.35,46.46
SKU00949,Beauty,46.89,60.98
SKU00950,Home & Garden,19.2,32.95
SKU00951,Books,35.7,56.21
SKU00952,Electronics,45.06,64.43
SKU00953,Home & Garden,35.01,65.07
SKU00954,Toys,28.21,39.9
SKU00955,Books,35.96,50.11
SKU00956,Toys,20.18,24.53
SKU00957,Sports,47.7,58.44
SKU00958,Home & Garden,23.19,37.68
SKU00959,Toys,17.0,30.26
SKU00960,Automotive,48.36,78.11
SKU00961,Toys,39.3,61.47
SKU00962,Electronics,28.46,56.37
SKU00963,Toys,5.76,10.47
SKU00964,Automotive,10.41,14.7
SKU00965,Books,20.38,36.51
SKU00966,Food,20.66,30.94
SKU00967,Books,34.09,67.48
SKU00968,Home & Garden,6.06,11.63
SKU00969,Electronics,32.28,46.25
SKU00970,Toys,11.85,22.76
SKU00971,Automotive,47.18,79.39
SKU00972,Food,35.22,58.67
SKU00973,Beauty,47.42,86.7
SKU00974,Sports,29.5,58.12
SKU00975,Toys,21.46,29.62
SKU00976,Food,11.34,19.25
SKU00977,Health,19.18,27.26
SKU00978,Books,28.73,55.3
SKU00979,Electronics,20.53,39.71
SKU00980,Beauty,37.62,61.37
SKU00981,Automotive,36.05,63.16
SKU00982,Clothing,5.35,9.13
SKU00983,Beauty,11.04,21.71
SKU00984,Clothing,15.89,25.42
SKU00985,Books,48.3,81.96
SKU00986,Toys,39.24,64.25
SKU00987,Home & Garden,12.46,19.39
SKU00988,Electronics,11.16,22.29
SKU00989,Clothing,43.42,60.51
SKU00990,Toys,9.9,16.92
SKU00991,Beauty,37.03,73.5
SKU00992,Automotive,14.86,23.29
SKU00993,Clothing,31.71,39.91
SKU00994,Toys,5.59,6.77
SKU00995,Home & Garden,37.95,56.31
SKU00996,Electronics,48.21,77.96
SKU00997,Clothing,48.52,73.47
SKU00998,Health,26.46,46.96
SKU00999,Electronics,25.62,46.76
SKU01000,Sports,30.43,55.3
SKU01001,Toys,32.14,60.04
SKU01002,Sports,21.07,40.89
SKU01003,Health,41.21,50.98
SKU01004,Health,19.48,36.58
SKU01005,Beauty,41.37,58.05
SKU01006,Automotive,23.12,44.3
SKU01007,Health,45.56,60.28
SKU01008,Food,46.38,92.51
SKU01009,Automotive,39.25,58.77
SKU01010,Sports,9.08,11.14
SKU01011,Home & Garden,47.79,79.42
SKU01012,Electronics,40.44,56.65
SKU01013,Sports,30.82,47.24
SKU01014,Electronics,15.82,21.41
SKU01015,Sports,9.58,15.38
SKU01016,Automotive,6.75,8.3
SKU01017,Electronics,11.67,20.34
SKU01018,Automotive,47.77,79.55
SKU01019,Beauty,31.1,50.18
SKU01020,Health,42.78,56.26
SKU01021,Food,45.23,88.53
SKU01022,Beauty,23.04,41.72
SKU01023,Food,26.44,42.24
SKU01024,Sports,14.2,19.94
SKU01025,Home & Garden,31.72,38.9
SKU01026,Automotive,21.4,30.73
SKU01027,Home & Garden,27.81,42.48
SKU01028,Beauty,42.2,52.25
SKU01029,Sports,36.21,65.79
SKU01030,Health,42.12,67.91
SKU01031,Electronics,29.26,41.72
SKU01032,Food,46.9,70.97
SKU01033,Books,39.45,47.34
SKU01034,Automotive,7.76,11.56
SKU01035,Automotive,48.79,67.37
SKU01036,Toys,5.45,8.45
SKU01037,Home & Garden,7.34,9.92
SKU01038,Toys,37.93,64.95
SKU01039,Automotive,43.18,66.41
SKU01040,Clothing,45.32,84.05
SKU01041,Home & Garden,13.17,19.72
SKU01042,Toys,23.26,32.01
SKU01043,Toys,22.69,37.96
SKU01044,Electronics,22.13,33.9
SKU01045,Health,36.92,49.25
SKU01046,Automotive,17.1,29.11
SKU01047,Toys,16.94,28.48
SKU01048,Sports,33.45,43.61
SKU01049,Books,9.61,15.49
SKU01050,Automotive,12.74,25.21
SKU01051,Beauty,12.16,16.34
SKU01052,Food,25.78,49.93
SKU01053,Food,10.63,19.99
SKU01054,Automotive,17.33,31.99
SKU01055,Automotive,20.54,30.16
SKU01056,Sports,12.08,15.64
SKU01057,Electronics,37.72,62.22
SKU01058,Food,29.72,43.08
SKU01059,Health,12.34,22.56
SKU01060,Sports,22.3,27.2
SKU01061,Sports,10.6,19.48
SKU01062,Electronics,48.66,75.43
SKU01063,Sports,30.15,48.27
SKU01064,Toys,29.59,58.4
SKU01065,Home & Garden,24.33,35.21
SKU01066,Toys,10.33,20.35
SKU01067,Home & Garden,47.86,66.11
SKU01068,Health,41.4,72.1
SKU01069,Food,19.24,35.66
SKU01070,Automotive,40.85,57.21
SKU01071,Beauty,47.09,88.55
SKU01072,Food,45.77,55.37
SKU01073,Beauty,7.33,12.02
SKU01074,Books,18.8,27.88
SKU01075,Electronics,47.07,72.7
SKU01076,Books,8.08,14.75
SKU01077,Clothing,24.47,42.79
SKU01078,Books,8.24,11.25
SKU01079,Food,47.5,81.39
SKU01080,Toys,38.01,49.14
SKU01081,Food,23.83,42.9
SKU01082,Beauty,49.57,72.38
SKU01083,Health,46.16,55.82
SKU01084,Health,13.07,25.84
SKU01085,Books,49.05,80.66
SKU01086,Clothing,36.7,56.46
SKU01087,Electronics,22.89,32.31
SKU01088,Health,28.26,50.64
SKU01089,Clothing,17.94,30.95
SKU01090,Toys,11.48,19.24
SKU01091,Toys,8.08,12.47
SKU01092,Sports,31.96,54.29
SKU01093,Clothing,17.03,20.65
SKU01094,Home & Garden,21.8,35.98
SKU01095,Automotive,36.8,62.12
SKU01096,Automotive,28.66,40.11
SKU01097,Clothing,43.97,86.07
SKU01098,Health,25.21,42.6
SKU01099,Toys,47.26,56.96
SKU01100,Beauty,31.44,55.37
SKU01101,Automotive,7.27,12.38
SKU01102,Sports,47.13,76.99
SKU01103,Home & Garden,48.09,73.06
SKU01104,Health,38.27,52.5
SKU01105,Toys,9.59,11.57
SKU01106,Toys,19.72,37.7
SKU01107,Books,46.15,71.41
SKU01108,Sports,24.55,43.67
SKU01109,Health,49.83,68.93
SKU01110,Automotive,35.18,61.94
SKU01111,Beauty,34.43,63.86
SKU01112,Sports,5.62,7.86
SKU01113,Automotive,5.71,7.21
SKU01114,Clothing,7.81,12.25
SKU01115,Home & Garden,14.69,24.65
SKU01116,Clothing,21.75,31.89
SKU01117,Clothing,41.23,76.62
SKU01118,Beauty,14.01,23.73
SKU01119,Electronics,16.4,32.64
SKU01120,Beauty,8.08,12.1
SKU01121,Automotive,14.28,26.27
SKU01122,Food,17.1,25.56
SKU01123,Toys,43.69,53.65
SKU01124,Books,23.51,44.65
SKU01125,Toys,24.24,37.67
SKU01126,Books,40.28,61.85
SKU01127,Toys,40.33,67.72
SKU01128,Sports,31.56,48.16
SKU01129,Toys,6.27,8.58
SKU01130,Electronics,39.4,60.19
SKU01131,Clothing,23.39,45.37
SKU01132,Books,12.22,15.35
SKU01133,Health,47.41,85.22
SKU01134,Home & Garden,41.64,72.78
SKU01135,Home & Garden,41.26,49.78
SKU01136,Beauty,29.9,41.98
SKU01137,Health,42.29,77.44
SKU01138,Food,14.72,27.2
SKU01139,Books,19.7,29.23
SKU01140,Health,17.22,23.85
SKU01141,Electronics,9.62,14.56
SKU01142,Home & Garden,42.3,62.57
SKU01143,Automotive,43.65,76.01
SKU01144,Electronics,20.52,32.2
SKU01145,Automotive,5.6,8.04
SKU01146,Books,23.5,41.77
SKU01147,Sports,15.33,19.84
SKU01148,Electronics,38.33,72.45
SKU01149,Books,37.96,61.19
SKU01150,Toys,29.36,43.34
SKU01151,Health,44.67,57.95
SKU01152,Home & Garden,15.01,24.24
SKU01153,Food,7.6,11.49
SKU01154,Home & Garden,20.11,36.18
SKU01155,Beauty,32.73,53.86
SKU01156,Electronics,24.3,39.68
SKU01157,Health,23.53,42.43
SKU01158,Clothing,19.74,32.32
SKU01159,Electronics,33.41,54.33
SKU01160,Electronics,27.31,53.15
SKU01161,Food,11.43,20.04
SKU01162,Food,10.14,18.38
SKU01163,Home & Garden,14.19,22.8
SKU01164,Books,39.94,67.46
SKU01165,Automotive,35.3,53.88
SKU01166,Books,14.99,26.55
SKU01167,Automotive,37.91,66.64
SKU01168,Beauty,42.63,79.16
SKU01169,Automotive,26.83,39.36
SKU01170,Automotive,28.92,46.52
SKU01171,Home & Garden,43.47,82.86
SKU01172,Home & Garden,5.6,8.56
SKU01173,Automotive,41.16,79.08
SKU01174,Clothing,8.01,15.24
SKU01175,Automotive,38.44,72.2
SKU01176,Sports,34.17,43.04
SKU01177,Clothing,28.1,55.96
SKU01178,Sports,49.87,82.15
SKU01179,Home & Garden,14.91,22.07
SKU01180,Beauty,8.09,12.1
SKU01181,Sports,7.04,10.42
SKU01182,Clothing,34.78,55.2
SKU01183,Clothing,39.78,65.18
SKU01184,Automotive,31.15,47.99
SKU01185,Health,40.19,72.39
SKU01186,Food,35.49,64.12
SKU01187,Home & Garden,35.2,59.72
SKU01188,Food,34.81,51.44
SKU01189,Toys,38.75,74.65
SKU01190,Food,32.24,49.87
SKU01191,Health,45.01,74.85
SKU01192,Toys,39.12,56.55
SKU01193,Toys,22.38,37.39
SKU01194,Automotive,15.87,21.77
SKU01195,Health,27.82,37.56
SKU01196,Electronics,31.31,40.92
SKU01197,Home & Garden,41.98,72.53
SKU01198,Electronics,17.24,30.23
SKU01199,Home & Garden,47.26,80.77
SKU01200,Electronics,28.79,53.58
SKU01201,Books,36.26,49.85
SKU01202,Sports,42.07,52.61
SKU01203,Books,41.67,75.94
SKU01204,Food,49.25,90.09
SKU01205,Health,36.45,54.49
SKU01206,Beauty,6.4,9.01
SKU01207,Toys,23.69,45.26
SKU01208,Books,33.35,62.92
SKU01209,Toys,24.3,33.07
SKU01210,Beauty,19.64,37.72
SKU01211,Beauty,35.0,44.65
SKU01212,Beauty,16.21,26.92
SKU01213,Toys,9.27,18.53
SKU01214,Health,5.26,8.27
SKU01215,Electronics,48.25,92.32
SKU01216,Books,40.27,66.56
SKU01217,Books,15.44,18.71
SKU01218,Beauty,33.07,59.85
SKU01219,Food,42.67,72.35
SKU01220,Home & Garden,47.23,72.35
SKU01221,Health,22.58,28.34
SKU01222,Home & Garden,24.9,43.98
SKU01223,Automotive,15.3,25.66
SKU01224,Beauty,22.06,33.03
SKU01225,Books,33.49,52.76
SKU01226,Books,49.15,84.52
SKU01227,Electronics,25.75,50.27
SKU01228,Clothing,21.31,40.29
SKU01229,Beauty,47.38,63.19
SKU01230,Books,7.45,12.78
SKU01231,Automotive,34.19,48.56
SKU01232,Home & Garden,38.65,71.43
SKU01233,Electronics,13.07,23.06
SKU01234,Toys,31.09,48.57
SKU01235,Clothing,5.86,10.69
SKU01236,Food,12.71,19.87
SKU01237,Beauty,41.13,80.97
SKU01238,Home & Garden,33.76,66.26
SKU01239,Clothing,30.77,43.74
SKU01240,Sports,8.54,15.3
SKU01241,Beauty,31.73,55.92
SKU01242,Beauty,15.39,29.73
SKU01243,Sports,44.64,85.11
SKU01244,Food,27.57,54.62
SKU01245,Beauty,13.85,24.79
SKU01246,Beauty,44.81,58.26
SKU01247,Home & Garden,6.35,12.18
SKU01248,Food,32.85,64.15
SKU01249,Books,7.81,11.46
SKU01250,Food,24.59,37.3
SKU01251,Electronics,43.36,84.58
SKU01252,Home & Garden,29.83,54.64
SKU01253,Food,14.49,20.04
SKU01254,Sports,7.49,14.63
SKU01255,Sports,24.73,40.16
SKU01256,Books,39.17,77.33
SKU01257,Beauty,5.39,7.14
SKU01258,Beauty,14.89,18.11
SKU01259,Health,16.54,24.55
SKU01260,Sports,14.47,26.73
SKU01261,Clothing,20.42,38.63
SKU01262,Beauty,8.72,13.85
SKU01263,Food,36.8,62.33
SKU01264,Books,26.53,48.41
SKU01265,Beauty,33.08,46.94
SKU01266,Food,8.7,13.64
SKU01267,Health,42.01,52.32
SKU01268,Beauty,21.37,28.91
SKU01269,Automotive,30.84,53.47
SKU01270,Beauty,34.89,47.43
SKU01271,Food,42.8,85.25
SKU01272,Automotive,47.32,57.38
SKU01273,Books,27.02,48.46
SKU01274,Toys,42.72,63.62
SKU01275,Home & Garden,40.99,53.23
SKU01276,Food,25.43,46.03
SKU01277,Beauty,13.84,27.14
SKU01278,Books,27.96,50.01
SKU01279,Health,44.13,67.18
SKU01280,Food,46.95,84.2
SKU01281,Toys,10.92,20.58
SKU01282,Books,17.54,24.12
SKU01283,Toys,42.16,60.22
SKU01284,Toys,48.65,80.61
SKU01285,Automotive,40.35,56.59
SKU01286,Health,21.53,27.34
SKU01287,Electronics,37.83,62.74
SKU01288,Books,12.88,22.39
SKU01289,Automotive,16.37,26.45
SKU01290,Sports,16.24,22.9
SKU01291,Health,40.67,69.21
SKU01292,Electronics,11.84,18.55
SKU01293,Electronics,18.23,25.33
SKU01294,Food,18.12,24.75
SKU01295,Health,40.36,67.48
SKU01296,Books,25.98,46.99
SKU01297,Food,26.93,41.57
SKU01298,Electronics,36.68,71.46
SKU01299,Clothing,22.9,42.65
SKU01300,Books,39.33,48.63
SKU01301,Electronics,27.98,47.34
SKU01302,Automotive,26.07,47.43
SKU01303,Books,7.26,8.92
SKU01304,Electronics,43.38,84.28
SKU01305,Electronics,40.82,73.6
SKU01306,Automotive,20.12,31.64
SKU01307,Automotive,32.37,46.13
SKU01308,Electronics,32.48,44.18
SKU01309,Home & Garden,38.78,50.44
SKU01310,Electronics,14.49,23.83
SKU01311,Books,30.46,59.19
SKU01312,Toys,21.46,31.22
SKU01313,Home & Garden,28.61,52.08
SKU01314,Home & Garden,23.84,34.18
SKU01315,Books,48.27,83.71
SKU01316,Home & Garden,33.67,56.49
SKU01317,Toys,35.53,51.67
SKU01318,Clothing,32.88,55.23
SKU01319,Sports,38.26,54.4
SKU01320,Sports,48.35,58.42
SKU01321,Electronics,36.78,62.46
SKU01322,Home & Garden,19.03,28.02
SKU01323,Beauty,19.09,35.89
SKU01324,Health,20.45,38.2
SKU01325,Beauty,47.25,73.82
SKU01326,Toys,7.78,9.91
SKU01327,Beauty,31.78,41.97
SKU01328,Automotive,46.1,62.3
SKU01329,Beauty,26.19,45.3
SKU01330,Health,34.14,48.42
SKU01331,Home & Garden,45.7,84.72
SKU01332,Health,47.37,86.56
SKU01333,Home & Garden,14.56,25.2
SKU01334,Health,37.27,70.25
SKU01335,Clothing,45.3,87.31
SKU01336,Food,18.45,23.72
SKU01337,Toys,13.58,18.3
SKU01338,Health,32.17,60.82
SKU01339,Sports,10.4,18.59
SKU01340,Electronics,10.26,17.91
SKU01341,Health,18.5,31.02
SKU01342,Automotive,12.4,16.03
SKU01343,Books,20.98,25.94
SKU01344,Food,34.64,67.38
SKU01345,Home & Garden,30.5,52.63
SKU01346,Home & Garden,23.49,38.72
SKU01347,Sports,5.49,10.21
SKU01348,Books,9.44,11.9
SKU01349,Books,10.34,20.52
SKU01350,Books,8.03,13.45
SKU01351,Electronics,36.49,61.79
SKU01352,Food,12.76,21.12
SKU01353,Toys,24.06,44.15
SKU01354,Food,48.64,75.14
SKU01355,Clothing,7.27,9.03
SKU01356,Electronics,25.61,35.37
SKU01357,Electronics,16.38,27.22
SKU01358,Toys,45.4,81.54
SKU01359,Toys,26.48,39.21
SKU01360,Beauty,12.12,15.05
SKU01361,Toys,14.41,18.27
SKU01362,Electronics,21.13,40.78
SKU01363,Home & Garden,14.96,22.51
SKU01364,Toys,39.28,71.7
SKU01365,Books,14.19,17.22
SKU01366,Books,47.02,82.15
SKU01367,Automotive,32.08,62.54
SKU01368,Health,23.35,31.03
SKU01369,Clothing,48.7,80.35
SKU01370,Food,23.8,30.77
SKU01371,Home & Garden,39.81,49.18
SKU01372,Home & Garden,8.46,12.55
SKU01373,Sports,35.66,69.62
SKU01374,Beauty,19.38,30.06
SKU01375,Food,16.49,21.18
SKU01376,Sports,23.59,41.07
SKU01377,Books,8.15,12.36
SKU01378,Sports,30.03,36.74
SKU01379,Sports,23.86,31.85
SKU01380,Clothing,30.07,41.65
SKU01381,Beauty,48.59,68.51
SKU01382,Food,14.92,28.48
SKU01383,Beauty,25.91,38.96
SKU01384,Automotive,17.86,22.73
SKU01385,Toys,28.91,50.36
SKU01386,Food,37.92,70.51
SKU01387,Food,42.48,69.34
SKU01388,Health,15.67,20.15
SKU01389,Food,27.52,42.58
SKU01390,Beauty,29.64,42.07
SKU01391,Health,30.79,44.95
SKU01392,Home & Garden,42.28,74.85
SKU01393,Sports,19.6,27.18
SKU01394,Home & Garden,20.56,35.71
SKU01395,Toys,24.83,32.42
SKU01396,Toys,40.25,56.86
SKU01397,Health,6.16,10.37
SKU01398,Food,25.68,39.68
SKU01399,Automotive,13.91,17.43
SKU01400,Books,18.82,30.82
SKU01401,Automotive,12.21,16.32
SKU01402,Automotive,40.87,72.73
SKU01403,Health,20.32,37.48
SKU01404,Automotive,34.78,58.49
SKU01405,Clothing,8.46,11.74
SKU01406,Books,42.57,84.28
SKU01407,Food,16.9,24.07
SKU01408,Clothing,46.69,71.7
SKU01409,Toys,14.62,22.45
SKU01410,Home & Garden,22.68,27.74
SKU01411,Health,47.6,86.89
SKU01412,Health,31.48,47.78
SKU01413,Food,5.28,6.6
SKU01414,Beauty,45.69,68.53
SKU01415,Beauty,9.19,14.05
SKU01416,Electronics,14.98,21.78
SKU01417,Sports,41.78,81.23
SKU01418,Sports,25.25,37.12
SKU01419,Books,8.76,11.99
SKU01420,Health,34.83,66.05
SKU01421,Books,37.74,59.91
SKU01422,Sports,12.26,20.32
SKU01423,Books,39.21,51.88
SKU01424,Sports,38.03,56.17
SKU01425,Clothing,23.38,40.77
SKU01426,Books,42.23,70.44
SKU01427,Home & Garden,36.37,49.28
SKU01428,Toys,16.69,31.86
SKU01429,Sports,19.04,24.7
SKU01430,Home & Garden,23.51,32.73
SKU01431,Automotive,11.35,18.57
SKU01432,Clothing,22.86,30.3
SKU01433,Books,8.69,10.67
SKU01434,Clothing,6.35,9.88
SKU01435,Food,10.28,13.72
SKU01436,Home & Garden,31.0,58.68
SKU01437,Home & Garden,49.33,89.51
SKU01438,Sports,25.09,42.53
SKU01439,Beauty,30.39,57.15
SKU01440,Food,47.05,82.4
SKU01441,Electronics,10.81,13.84
SKU01442,Food,5.73,10.63
SKU01443,Electronics,45.05,89.8
SKU01444,Electronics,34.34,62.67
SKU01445,Food,16.39,31.01
SKU01446,Home & Garden,10.67,21.16
SKU01447,Home & Garden,19.59,34.12
SKU01448,Electronics,47.48,86.06
SKU01449,Clothing,30.89,47.67
SKU01450,Toys,11.45,13.91
SKU01451,Health,36.16,50.14
SKU01452,Beauty,38.62,53.1
SKU01453,Books,34.27,46.94
SKU01454,Automotive,43.23,53.43
SKU01455,Automotive,49.86,67.15
SKU01456,Automotive,46.8,68.59
SKU01457,Health,5.62,7.11
SKU01458,Clothing,42.89,68.03
SKU01459,Clothing,24.19,39.63
SKU01460,Beauty,27.17,46.37
SKU01461,Automotive,48.44,60.08
SKU01462,Books,30.96,51.12
SKU01463,Beauty,21.32,34.91
SKU01464,Books,32.04,47.19
SKU01465,Health,23.3,30.63
SKU01466,Sports,49.62,88.39
SKU01467,Sports,32.25,46.64
SKU01468,Sports,32.65,54.36
SKU01469,Food,5.05,7.16
SKU01470,Books,34.78,59.37
SKU01471,Food,5.73,10.22
SKU01472,Electronics,34.93,57.46
SKU01473,Food,10.68,19.77
SKU01474,Electronics,42.42,82.07
SKU01475,Clothing,19.32,37.01
SKU01476,Food,37.8,68.95
SKU01477,Electronics,5.61,8.19
SKU01478,Home & Garden,11.67,14.86
SKU01479,Beauty,45.25,84.11
SKU01480,Books,28.15,35.7
SKU01481,Automotive,22.28,38.61
SKU01482,Books,22.49,31.32
SKU01483,Food,26.6,34.86
SKU01484,Food,49.43,76.88
SKU01485,Toys,44.31,88.47
SKU01486,Home & Garden,41.56,60.74
SKU01487,Electronics,23.12,40.19
SKU01488,Toys,31.65,55.57
SKU01489,Electronics,33.46,43.58
SKU01490,Sports,36.53,65.85
SKU01491,Sports,24.17,48.23
SKU01492,Automotive,17.8,27.68
SKU01493,Books,40.84,56.61
SKU01494,Beauty,10.65,20.99
SKU01495,Home & Garden,26.53,44.27
SKU01496,Automotive,8.87,11.05
SKU01497,Food,48.9,77.22
SKU01498,Food,15.52,26.54
SKU01499,Toys,28.54,40.46
SKU01500,Toys,16.35,23.65
SKU01501,Health,11.93,23.63
SKU01502,Beauty,31.24,55.74
SKU01503,Beauty,8.36,16.1
SKU01504,Sports,13.55,23.86
SKU01505,Home & Garden,46.01,55.98
SKU01506,Beauty,46.58,92.24
SKU01507,Toys,18.64,36.77
SKU01508,Sports,22.82,41.19
SKU01509,Health,23.55,45.88
SKU01510,Food,40.55,58.98
SKU01511,Automotive,22.0,27.5
SKU01512,Home & Garden,8.45,11.27
SKU01513,Home & Garden,34.61,69.17
SKU01514,Sports,23.03,29.76
SKU01515,Beauty,49.36,59.24
SKU01516,Books,24.89,42.78
SKU01517,Toys,25.49,39.05
SKU01518,Food,34.19,67.15
