SKU,Current Stock,Ordered Stock,Lead Time,Reorder Point
SKU00996,265,41,10,95
SKU00997,104,71,13,51
SKU00998,150,26,11,96
SKU00999,413,12,12,38
SKU01000,487,26,4,30
SKU01001,209,88,9,96
SKU01002,453,93,5,46
SKU01003,323,44,6,82
SKU01004,140,81,6,94
SKU01005,163,0,12,55
SKU01006,414,19,6,39
SKU01007,364,74,11,34
SKU01008,427,64,3,51
SKU01009,403,40,6,98
SKU01010,305,10,10,80
SKU01011,198,98,12,48
SKU01012,158,59,9,76
SKU01013,376,25,10,34
SKU01014,454,77,6,52
SKU01015,411,83,4,37
SKU01016,90,18,9,75
SKU01017,461,90,6,44
SKU01018,470,0,5,53
SKU01019,332,39,6,53
SKU01020,73,3,5,63
SKU01021,490,48,9,82
SKU01022,297,22,7,82
SKU01023,367,40,11,89
SKU01024,103,69,7,86
SKU01025,187,39,9,67
SKU01026,134,60,6,32
SKU01027,433,50,8,76
SKU01028,381,37,5,65
SKU01029,288,40,7,42
SKU01030,392,57,4,59
SKU01031,239,24,13,80
SKU01032,255,56,13,76
SKU01033,423,99,9,45
SKU01034,71,84,8,50
SKU01035,290,15,13,60
SKU01036,475,73,13,63
SKU01037,304,8,3,40
SKU01038,59,85,11,46
SKU01039,373,47,6,54
SKU01040,172,20,7,94
SKU01041,240,88,5,65
SKU01042,130,87,4,44
SKU01043,145,38,13,99
SKU01044,50,22,12,68
SKU01045,175,56,3,63
SKU01046,300,40,11,42
SKU01047,119,5,6,81
SKU01048,294,2,3,92
SKU01049,98,75,9,93
SKU01050,114,80,5,44
SKU01051,149,31,6,47
SKU01052,418,82,13,64
SKU01053,127,57,3,43
SKU01054,211,60,9,33
SKU01055,265,58,5,35
SKU01056,426,96,3,69
SKU01057,388,64,7,56
SKU01058,385,5,10,42
SKU01059,289,63,5,48
SKU01060,253,79,13,72
SKU01061,138,19,6,73
SKU01062,200,1,10,51
SKU01063,420,56,7,36
SKU01064,255,55,9,96
SKU01065,163,15,9,80
SKU01066,259,79,10,41
SKU01067,175,52,13,34
SKU01068,332,11,3,35
SKU01069,146,4,11,57
SKU01070,383,68,8,88
SKU01071,82,61,4,48
SKU01072,263,68,13,95
SKU01073,96,38,6,62
SKU01074,190,83,8,36
SKU01075,128,86,9,48
SKU01076,177,53,10,49
SKU01077,78,23,4,92
SKU01078,251,56,10,91
SKU01079,206,73,3,95
SKU01080,55,57,7,57
SKU01081,367,40,7,70
SKU01082,482,90,3,32
SKU01083,315,97,11,64
SKU01084,257,1,10,67
SKU01085,71,25,13,84
SKU01086,344,90,8,49
SKU01087,90,53,6,48
SKU01088,133,98,4,59
SKU01089,358,33,8,96
SKU01090,183,78,13,39
SKU01091,122,96,8,88
SKU01092,149,58,4,58
SKU01093,114,82,12,39
SKU01094,358,78,13,51
SKU01095,484,47,7,51
SKU01096,405,97,11,57
SKU01097,498,44,6,36
SKU01098,354,8,6,30
SKU01099,187,35,11,75
SKU01100,155,31,8,77
SKU01101,215,16,12,56
SKU01102,103,49,5,54
SKU01103,461,14,6,56
SKU01104,459,18,10,46
SKU01105,92,40,12,79
SKU01106,261,39,9,52
SKU01107,160,95,6,76
SKU01108,112,96,11,98
SKU01109,348,47,4,69
SKU01110,252,60,4,96
SKU01111,367,57,3,45
SKU01112,387,93,9,39
SKU01113,387,37,5,65
SKU01114,492,62,10,75
SKU01115,436,73,8,94
SKU01116,425,90,10,80
SKU01117,258,72,8,68
SKU01118,418,59,3,83
SKU01119,86,8,4,85
SKU01120,236,84,4,90
SKU01121,107,59,8,69
SKU01122,469,36,4,92
SKU01123,199,10,12,86
SKU01124,254,3,8,36
SKU01125,110,53,10,97
SKU01126,256,0,9,32
SKU01127,471,0,8,67
SKU01128,390,28,7,50
SKU01129,291,70,5,76
SKU01130,133,82,5,97
SKU01131,118,0,6,41
SKU01132,493,26,10,52
SKU01133,202,20,12,81
SKU01134,393,24,9,75
SKU01135,81,54,7,65
SKU01136,159,48,12,87
SKU01137,344,79,3,90
SKU01138,186,5,5,64
SKU01139,88,21,11,34
SKU01140,475,86,3,96
SKU01141,463,56,8,58
SKU01142,288,36,9,42
SKU01143,209,45,6,52
SKU01144,94,16,9,95
SKU01145,183,17,8,62
SKU01146,463,80,13,61
SKU01147,475,77,12,39
SKU01148,164,35,4,57
SKU01149,60,77,9,76
SKU01150,295,18,8,44
SKU01151,431,27,10,38
SKU01152,224,32,3,48
SKU01153,244,73,10,76
SKU01154,498,28,4,42
SKU01155,295,0,4,77
SKU01156,288,76,3,93
SKU01157,366,28,9,55
SKU01158,66,70,7,55
SKU01159,354,66,9,87
SKU01160,354,52,3,91
SKU01161,66,42,11,32
SKU01162,256,28,7,61
SKU01163,331,15,11,83
SKU01164,205,72,10,85
SKU01165,370,92,11,70
SKU01166,413,50,8,58
SKU01167,388,18,4,70
SKU01168,478,14,5,40
SKU01169,230,45,11,47
SKU01170,484,47,4,37
SKU01171,71,5,11,65
SKU01172,384,91,6,86
SKU01173,98,44,4,95
SKU01174,382,44,8,49
SKU01175,497,92,13,96
SKU01176,388,2,8,93
SKU01177,89,58,9,91
SKU01178,181,59,6,59
SKU01179,284,1,3,38
SKU01180,397,30,4,90
SKU01181,256,47,11,65
SKU01182,185,72,12,87
SKU01183,406,44,9,87
SKU01184,258,98,7,93
SKU01185,93,28,13,38
SKU01186,432,91,8,58
SKU01187,491,16,9,32
SKU01188,326,63,12,65
SKU01189,294,85,12,71
SKU01190,494,12,13,83
SKU01191,65,7,10,88
SKU01192,362,39,13,31
SKU01193,143,93,12,73
SKU01194,444,78,3,31
SKU01195,227,11,5,52
SKU01196,195,61,3,91
SKU01197,343,66,8,96
SKU01198,271,60,3,74
SKU01199,205,20,12,42
SKU01200,460,99,9,51
SKU01201,123,52,6,52
SKU01202,424,69,10,62
SKU01203,77,7,3,66
SKU01204,112,21,8,50
SKU01205,145,34,7,89
SKU01206,169,45,4,77
SKU01207,439,88,10,88
SKU01208,281,28,9,47
SKU01209,307,7,13,83
SKU01210,430,37,13,49
SKU01211,189,42,13,90
SKU01212,414,90,5,44
SKU01213,449,12,3,64
SKU01214,236,20,5,83
SKU01215,463,47,7,64
SKU01216,135,37,10,78
SKU01217,405,31,9,87
SKU01218,404,2,7,39
SKU01219,388,24,6,90
SKU01220,78,18,13,95
SKU01221,123,60,13,54
SKU01222,325,47,5,53
SKU01223,188,97,9,57
SKU01224,246,62,13,34
SKU01225,100,20,4,33
SKU01226,295,41,6,67
SKU01227,458,13,13,61
SKU01228,444,60,4,56
SKU01229,104,53,4,50
SKU01230,477,4,9,70
SKU01231,108,88,11,83
SKU01232,455,82,3,93
SKU01233,376,3,3,44
SKU01234,153,75,8,76
SKU01235,258,92,4,49
SKU01236,483,32,9,88
SKU01237,92,78,10,49
SKU01238,271,37,5,57
SKU01239,233,89,4,66
SKU01240,482,65,6,83
SKU01241,75,74,10,69
SKU01242,348,21,6,37
SKU01243,78,39,12,59
SKU01244,258,83,6,84
SKU01245,193,45,13,36
SKU01246,94,58,10,77
SKU01247,204,52,9,64
SKU01248,228,83,7,86
SKU01249,313,78,7,49
SKU01250,429,52,9,41
SKU01251,482,16,12,58
SKU01252,452,10,4,79
SKU01253,120,57,4,49
SKU01254,99,87,12,61
SKU01255,101,14,7,32
SKU01256,342,39,10,69
SKU01257,285,55,9,40
SKU01258,159,63,10,85
SKU01259,109,9,9,57
SKU01260,98,35,6,55
SKU01261,135,3,4,93
SKU01262,215,87,10,51
SKU01263,179,30,9,40
SKU01264,351,95,7,93
SKU01265,315,39,10,73
SKU01266,161,59,9,46
SKU01267,114,94,12,86
SKU01268,488,52,10,38
SKU01269,327,12,11,77
SKU01270,67,75,10,46
SKU01271,448,14,9,68
SKU01272,62,80,11,69
SKU01273,197,89,13,92
SKU01274,381,43,8,89
SKU01275,376,98,4,45
SKU01276,488,38,6,88
SKU01277,394,95,10,42
SKU01278,414,80,3,35
SKU01279,126,59,12,43
SKU01280,144,53,6,68
SKU01281,121,24,13,92
SKU01282,471,91,7,96
SKU01283,461,2,8,51
SKU01284,145,37,10,91
SKU01285,234,5,5,39
SKU01286,436,58,3,88
SKU01287,336,92,7,91
SKU01288,357,88,11,60
SKU01289,303,84,12,51
SKU01290,437,12,12,78
SKU01291,325,76,3,83
SKU01292,469,96,3,44
SKU01293,322,23,12,52
SKU01294,223,71,10,88
SKU01295,160,58,9,57
SKU01296,238,15,9,31
SKU01297,295,81,3,59
SKU01298,408,12,4,42
SKU01299,220,84,7,84
SKU01300,386,39,5,44
SKU01301,250,51,12,82
SKU01302,433,51,3,86
SKU01303,357,8,8,30
SKU01304,93,98,13,38
SKU01305,337,14,3,86
SKU01306,441,71,13,91
SKU01307,317,64,13,71
SKU01308,239,10,9,72
SKU01309,400,16,3,61
SKU01310,270,84,7,69
SKU01311,456,55,8,79
SKU01312,151,36,5,83
SKU01313,249,48,5,40
SKU01314,393,48,7,95
SKU01315,112,82,9,57
SKU01316,322,5,5,85
SKU01317,77,65,8,66
SKU01318,420,67,8,78
SKU01319,348,35,12,42
SKU01320,357,57,3,89
SKU01321,132,57,5,85
SKU01322,333,0,12,77
SKU01323,345,96,10,33
SKU01324,471,26,11,45
SKU01325,233,75,10,43
SKU01326,286,24,4,96
SKU01327,299,23,8,55
SKU01328,453,63,10,39
SKU01329,260,66,10,34
SKU01330,244,57,13,44
SKU01331,212,75,11,82
SKU01332,93,25,4,79
SKU01333,389,11,9,33
SKU01334,136,47,9,30
SKU01335,295,88,4,59
SKU01336,436,20,11,78
SKU01337,165,85,7,91
SKU01338,421,37,12,81
SKU01339,351,24,7,34
SKU01340,119,46,9,97
SKU01341,140,17,7,52
SKU01342,241,66,10,39
SKU01343,394,51,3,90
SKU01344,241,4,12,82
SKU01345,360,36,10,88
SKU01346,286,92,7,88
SKU01347,289,1,3,89
SKU01348,356,29,13,68
SKU01349,139,76,13,92
SKU01350,497,60,8,87
SKU01351,233,33,9,60
SKU01352,101,88,3,84
SKU01353,327,39,7,30
SKU01354,370,62,12,83
SKU01355,475,20,3,51
SKU01356,215,98,10,91
SKU01357,224,16,3,42
SKU01358,194,37,3,74
SKU01359,311,34,10,90
SKU01360,192,53,13,42
SKU01361,290,30,7,64
SKU01362,109,5,7,87
SKU01363,354,22,11,63
SKU01364,75,46,7,49
SKU01365,439,69,13,93
SKU01366,291,17,6,46
SKU01367,298,13,9,73
SKU01368,424,14,5,92
SKU01369,288,34,3,64
SKU01370,452,19,6,64
SKU01371,465,47,10,53
SKU01372,366,16,9,79
SKU01373,114,98,6,42
SKU01374,363,13,7,97
SKU01375,345,58,6,74
SKU01376,395,27,4,60
SKU01377,308,7,10,44
SKU01378,220,30,11,74
SKU01379,499,7,9,86
SKU01380,335,73,8,47
SKU01381,419,68,7,68
SKU01382,109,97,13,74
SKU01383,200,68,8,85
SKU01384,171,3,9,35
SKU01385,337,17,10,35
SKU01386,161,62,5,40
SKU01387,348,16,6,92
SKU01388,386,40,5,34
SKU01389,465,85,10,99
SKU01390,340,21,3,51
SKU01391,417,10,13,32
SKU01392,442,59,9,43
SKU01393,274,17,3,52
SKU01394,251,82,7,76
SKU01395,421,86,11,57
SKU01396,286,24,12,87
SKU01397,143,40,11,77
SKU01398,275,9,5,40
SKU01399,134,20,8,74
SKU01400,440,80,4,71
SKU01401,103,74,3,47
SKU01402,236,89,8,86
SKU01403,413,46,12,89
SKU01404,382,3,9,31
SKU01405,364,26,13,36
SKU01406,240,45,10,41
SKU01407,190,42,3,92
SKU01408,302,80,10,65
SKU01409,57,68,12,65
SKU01410,333,92,7,59
SKU01411,200,15,12,81
SKU01412,173,36,5,44
SKU01413,277,46,6,48
SKU01414,155,20,7,56
SKU01415,360,28,6,54
SKU01416,375,62,6,31
SKU01417,455,95,4,98
SKU01418,487,99,5,63
SKU01419,190,42,8,51
SKU01420,229,51,6,48
SKU01421,87,69,6,86
SKU01422,197,8,6,79
SKU01423,387,4,6,66
SKU01424,327,57,6,73
SKU01425,339,76,12,38
SKU01426,155,94,9,97
SKU01427,196,93,5,86
SKU01428,390,60,5,82
SKU01429,337,65,13,39
SKU01430,179,65,10,46
SKU01431,401,15,9,60
SKU01432,156,87,3,40
SKU01433,424,84,6,55
SKU01434,416,49,3,94
SKU01435,96,91,7,31
SKU01436,155,23,6,48
SKU01437,459,74,10,79
SKU01438,220,74,5,41
SKU01439,244,26,3,83
SKU01440,499,48,4,89
SKU01441,231,29,6,67
SKU01442,333,24,12,89
SKU01443,347,39,3,71
SKU01444,352,36,8,51
SKU01445,234,83,4,56
SKU01446,90,79,4,61
SKU01447,138,65,10,39
SKU01448,401,97,6,68
SKU01449,109,65,3,80
SKU01450,173,35,10,56
SKU01451,435,30,11,95
SKU01452,334,14,7,57
SKU01453,389,23,7,39
SKU01454,159,77,7,47
SKU01455,265,13,4,87
SKU01456,381,21,10,99
SKU01457,85,44,6,51
SKU01458,255,79,6,85
SKU01459,266,95,3,74
SKU01460,213,19,4,67
SKU01461,244,22,13,45
SKU01462,236,68,6,50
SKU01463,153,77,9,99
SKU01464,445,15,3,43
SKU01465,366,70,3,70
SKU01466,359,43,4,34
SKU01467,158,26,6,72
SKU01468,402,30,5,46
SKU01469,132,53,9,61
SKU01470,473,12,13,64
SKU01471,182,72,8,54
SKU01472,144,21,4,74
SKU01473,374,90,11,30
SKU01474,261,43,9,68
SKU01475,103,87,13,58
SKU01476,103,89,5,49
SKU01477,95,66,3,87
SKU01478,486,0,3,95
SKU01479,462,83,8,37
SKU01480,78,50,3,32
SKU01481,237,34,7,49
SKU01482,122,38,6,48
SKU01483,151,90,13,42
SKU01484,446,59,11,81
SKU01485,160,52,8,72
SKU01486,260,71,6,71
SKU01487,395,25,9,72
SKU01488,126,27,11,49
SKU01489,489,82,9,80
SKU01490,317,78,9,40
SKU01491,203,41,13,40
SKU01492,343,97,13,48
SKU01493,497,5,6,71
SKU01494,269,64,5,88
SKU01495,101,46,10,36
SKU01496,316,60,6,54
SKU01497,445,25,8,41
SKU01498,476,50,7,66
SKU01499,95,52,10,42
SKU01500,138,53,11,33
SKU01501,124,95,3,36
SKU01502,415,10,8,74
SKU01503,328,27,13,86
SKU01504,75,24,8,58
SKU01505,402,35,5,59
SKU01506,397,16,5,59
SKU01507,142,44,10,80
SKU01508,407,46,7,93
SKU01509,295,37,9,36
SKU01510,327,80,4,70
SKU01511,379,9,11,36
SKU01512,430,49,8,81
SKU01513,210,0,7,89
SKU01514,467,3,3,33
SKU01515,476,89,6,30
SKU01516,120,93,4,90
SKU01517,340,7,10,65
SKU01518,483,42,13,61
SKU01519,383,17,5,76
SKU01520,300,58,6,66
SKU01521,66,38,12,77
SKU01522,88,3,8,95
SKU01523,157,11,6,47
SKU01524,139,52,9,30
SKU01525,432,57,12,35
SKU01526,119,43,10,53
SKU01527,135,18,7,47
SKU01528,144,29,11,71
SKU01529,82,73,7,41
SKU01530,167,93,13,68
SKU01531,442,20,9,58
SKU01532,210,61,7,44
SKU01533,307,51,9,73
SKU01534,487,17,5,36
SKU01535,220,81,8,66
SKU01536,235,32,13,40
SKU01537,117,81,6,51
SKU01538,499,43,8,71
SKU01539,74,56,7,84
SKU01540,300,15,9,57
SKU01541,273,91,5,78
SKU01542,314,57,8,61
SKU01543,264,68,12,82
SKU01544,492,73,13,68
SKU01545,427,14,9,58
SKU01546,172,2,5,39
SKU01547,397,28,5,35
SKU01548,445,37,5,96
SKU01549,441,7,9,76
SKU01550,437,50,7,96
SKU01551,94,7,9,45
SKU01552,382,66,11,89
SKU01553,383,76,7,44
SKU01554,376,97,11,51
SKU01555,457,43,3,39
SKU01556,257,71,10,79
SKU01557,61,88,3,89
SKU01558,203,77,11,65
SKU01559,426,22,13,35
SKU01560,476,24,4,91
SKU01561,190,42,4,88
SKU01562,493,62,11,80
SKU01563,105,26,11,97
SKU01564,351,97,5,55
SKU01565,441,5,10,77
SKU01566,143,44,7,54
SKU01567,197,81,4,95
SKU01568,350,46,4,84
SKU01569,252,18,5,82
SKU01570,75,13,8,74
SKU01571,477,87,11,94
SKU01572,100,42,9,52
SKU01573,489,18,4,84
SKU01574,269,91,13,62
SKU01575,452,27,13,81
SKU01576,302,48,7,55
SKU01577,148,97,5,69
SKU01578,129,37,9,83
SKU01579,199,15,5,89
SKU01580,222,45,10,84
SKU01581,263,84,12,54
SKU01582,114,5,9,93
SKU01583,392,42,13,52
SKU01584,401,29,13,47
SKU01585,392,78,3,50
SKU01586,362,22,13,74
SKU01587,477,81,10,76
SKU01588,217,50,12,36
SKU01589,99,47,6,35
SKU01590,396,8,7,86
SKU01591,336,20,12,69
SKU01592,161,44,3,49
SKU01593,150,91,3,57
SKU01594,474,65,11,87
SKU01595,346,5,13,67
SKU01596,439,44,13,43
SKU01597,371,39,5,53
SKU01598,68,17,3,64
SKU01599,239,0,6,54
SKU01600,478,48,13,45
SKU01601,275,92,5,52
SKU01602,260,24,8,30
SKU01603,91,18,3,63
SKU01604,385,54,4,63
SKU01605,394,44,8,50
SKU01606,171,69,11,77
SKU01607,88,30,12,39
SKU01608,79,17,10,44
SKU01609,53,62,10,38
SKU01610,158,8,12,33
SKU01611,258,15,5,81
SKU01612,118,4,6,47
SKU01613,160,1,6,71
SKU01614,158,73,11,37
SKU01615,116,62,11,40
SKU01616,148,41,6,42
SKU01617,317,36,12,81
SKU01618,248,1,8,85
SKU01619,109,22,9,69
SKU01620,369,84,9,58
SKU01621,255,89,5,98
SKU01622,272,88,4,49
SKU01623,285,54,3,31
SKU01624,202,12,12,99
SKU01625,244,57,5,93
SKU01626,374,82,8,88
SKU01627,493,82,10,97
SKU01628,64,88,9,64
SKU01629,232,13,3,36
SKU01630,79,82,3,45
SKU01631,160,50,10,71
SKU01632,322,62,9,56
SKU01633,59,33,6,54
SKU01634,55,23,4,35
SKU01635,334,24,9,75
SKU01636,201,74,12,57
SKU01637,436,74,8,90
SKU01638,127,50,12,77
SKU01639,70,53,10,88
SKU01640,377,50,6,88
SKU01641,376,8,3,58
SKU01642,240,71,10,97
SKU01643,84,2,8,36
SKU01644,332,0,13,73
SKU01645,136,40,13,71
SKU01646,422,32,4,92
SKU01647,214,58,3,77
SKU01648,438,47,5,76
SKU01649,495,98,6,43
SKU01650,496,60,3,53
SKU01651,165,22,4,79
SKU01652,255,78,8,56
SKU01653,320,49,6,37
SKU01654,128,2,11,90
SKU01655,465,93,6,42
SKU01656,50,33,11,60
SKU01657,241,24,8,43
SKU01658,441,90,8,31
SKU01659,258,77,11,85
SKU01660,143,92,6,90
SKU01661,294,21,5,45
SKU01662,355,42,3,87
SKU01663,179,3,7,68
SKU01664,399,5,3,98
SKU01665,118,19,5,66
SKU01666,250,68,12,86
SKU01667,371,8,13,93
SKU01668,263,21,4,84
SKU01669,206,37,13,47
SKU01670,376,64,3,30
SKU01671,265,3,6,56
SKU01672,220,58,3,57
SKU01673,155,54,6,89
SKU01674,119,61,4,85
SKU01675,162,12,10,47
SKU01676,231,76,3,72
SKU01677,344,60,12,47
SKU01678,456,53,5,59
SKU01679,299,97,12,97
SKU01680,372,70,10,47
SKU01681,155,6,10,99
SKU01682,242,67,3,81
SKU01683,419,28,7,38
SKU01684,300,46,12,80
SKU01685,233,50,8,49
SKU01686,460,37,10,94
SKU01687,231,23,9,92
SKU01688,234,54,5,91
SKU01689,335,92,8,58
SKU01690,474,41,4,94
SKU01691,80,29,4,46
SKU01692,343,13,9,85
SKU01693,327,66,10,48
SKU01694,106,43,4,64
SKU01695,163,0,6,99
SKU01696,470,64,5,30
SKU01697,268,20,7,45
SKU01698,428,60,8,69
SKU01699,75,79,3,93
SKU01700,220,16,11,88
SKU01701,72,6,7,63
SKU01702,351,67,9,48
SKU01703,51,9,4,41
SKU01704,375,21,11,30
SKU01705,487,57,8,47
SKU01706,439,44,3,52
SKU01707,72,25,9,73
SKU01708,76,25,3,65
SKU01709,158,54,13,86
SKU01710,118,60,4,84
SKU01711,427,96,9,67
SKU01712,168,79,12,64
SKU01713,128,66,9,58
SKU01714,83,96,11,70
SKU01715,200,70,5,87
SKU01716,81,30,4,72
SKU01717,440,0,6,35
SKU01718,152,9,9,59
SKU01719,277,20,3,92
SKU01720,219,50,10,70
SKU01721,81,14,13,57
SKU01722,258,63,13,87
SKU01723,179,35,4,42
SKU01724,320,88,9,89
SKU01725,327,62,12,54
SKU01726,150,47,13,67
SKU01727,90,44,10,69
SKU01728,415,96,3,86
SKU01729,179,95,11,91
SKU01730,186,67,3,46
SKU01731,166,49,10,87
SKU01732,252,84,7,47
SKU01733,232,28,10,46
SKU01734,323,41,6,74
SKU01735,131,16,11,43
SKU01736,482,28,6,49
SKU01737,425,46,13,38
SKU01738,254,78,13,44
SKU01739,296,18,12,81
SKU01740,75,88,12,55
SKU01741,223,91,3,82
SKU01742,180,65,3,71
SKU01743,324,16,3,78
SKU01744,233,62,5,78
SKU01745,104,25,5,81
SKU01746,405,6,6,45
SKU01747,457,60,8,91
SKU01748,178,48,11,39
SKU01749,167,79,12,58
SKU01750,397,5,6,72
SKU01751,203,89,9,62
SKU01752,75,44,6,92
SKU01753,485,67,12,31
SKU01754,447,29,3,41
SKU01755,267,43,3,42
SKU01756,127,87,4,55
SKU01757,198,27,6,69
SKU01758,115,72,9,52
SKU01759,386,47,4,49
SKU01760,236,45,5,84
SKU01761,317,39,4,45
SKU01762,388,33,8,93
SKU01763,405,21,4,41
SKU01764,229,93,7,80
SKU01765,120,95,5,35
SKU01766,133,26,7,77
SKU01767,184,58,7,40
SKU01768,192,63,5,98
SKU01769,72,52,7,38
SKU01770,320,2,8,46
SKU01771,203,20,10,50
SKU01772,426,10,8,64
SKU01773,168,13,9,43
SKU01774,315,11,8,63
SKU01775,218,9,12,46
SKU01776,194,66,5,30
SKU01777,317,3,12,42
SKU01778,403,84,8,33
SKU01779,387,68,5,31
SKU01780,61,80,12,35
SKU01781,441,50,13,92
SKU01782,490,11,11,31
SKU01783,57,10,7,39
SKU01784,261,7,6,43
SKU01785,289,53,4,50
SKU01786,285,49,9,49
SKU01787,265,86,9,38
SKU01788,178,25,8,67
SKU01789,295,60,8,73
SKU01790,379,61,12,35
SKU01791,194,50,4,67
SKU01792,457,50,12,50
SKU01793,297,69,7,86
SKU01794,431,38,10,62
SKU01795,492,17,10,86
SKU01796,293,95,12,56
SKU01797,123,51,12,61
SKU01798,283,25,11,52
SKU01799,275,56,6,60
SKU01800,113,70,10,62
SKU01801,262,1,4,76
SKU01802,466,97,6,64
SKU01803,484,17,10,59
SKU01804,221,52,12,81
SKU01805,226,10,4,87
SKU01806,267,35,3,76
SKU01807,62,39,11,97
SKU01808,91,18,4,48
SKU01809,491,22,13,83
SKU01810,257,64,10,63
SKU01811,358,7,4,86
SKU01812,161,4,12,59
SKU01813,231,12,5,58
SKU01814,308,89,10,87
SKU01815,299,75,4,57
SKU01816,131,76,7,31
SKU01817,176,6,12,45
SKU01818,200,39,11,61
SKU01819,320,12,7,81
SKU01820,382,40,7,79
SKU01821,192,6,10,57
SKU01822,465,98,6,99
SKU01823,114,3,13,55
SKU01824,494,36,9,69
SKU01825,200,15,6,60
SKU01826,358,24,12,38
SKU01827,61,68,8,83
SKU01828,333,55,5,98
SKU01829,415,97,9,87
SKU01830,127,74,12,67
SKU01831,373,52,3,85
SKU01832,154,71,7,80
SKU01833,123,42,11,44
SKU01834,215,14,7,83
SKU01835,356,9,8,33
SKU01836,400,17,10,65
SKU01837,330,86,4,65
SKU01838,150,66,11,90
SKU01839,358,17,13,64
SKU01840,112,97,11,33
SKU01841,398,40,4,57
SKU01842,219,79,6,98
SKU01843,403,0,9,46
SKU01844,417,90,10,64
SKU01845,223,41,8,68
SKU01846,139,48,8,52
SKU01847,199,3,3,88
SKU01848,373,70,9,31
SKU01849,98,87,10,60
SKU01850,416,39,5,72
SKU01851,147,54,10,78
SKU01852,429,89,11,44
SKU01853,76,67,6,96
SKU01854,263,85,4,78
SKU01855,125,54,7,85
SKU01856,245,94,12,82
SKU01857,133,78,9,57
SKU01858,65,36,7,46
SKU01859,86,76,5,59
SKU01860,94,17,6,81
SKU01861,68,43,9,73
SKU01862,166,67,13,63
SKU01863,243,68,9,39
SKU01864,91,40,9,98
SKU01865,427,9,12,89
SKU01866,177,50,7,37
SKU01867,242,91,3,59
SKU01868,262,48,11,46
SKU01869,118,57,11,91
SKU01870,357,60,10,67
SKU01871,220,62,5,79
SKU01872,210,12,10,91
SKU01873,270,42,3,65
SKU01874,427,9,8,86
SKU01875,434,70,12,50
SKU01876,141,79,10,49
SKU01877,231,24,7,50
SKU01878,67,46,8,86
SKU01879,142,18,3,94
SKU01880,286,2,12,50
SKU01881,276,39,5,54
SKU01882,176,54,6,81
SKU01883,221,97,7,85
SKU01884,488,86,8,95
SKU01885,324,82,10,36
SKU01886,167,62,12,71
SKU01887,364,19,11,46
SKU01888,332,46,4,92
SKU01889,111,99,5,46
SKU01890,374,38,4,68
SKU01891,85,39,6,54
SKU01892,246,29,6,58
SKU01893,245,50,10,43
SKU01894,374,17,12,86
SKU01895,260,11,4,46
SKU01896,335,87,13,52
SKU01897,258,0,11,44
SKU01898,461,23,5,56
SKU01899,260,75,6,94
SKU01900,262,48,3,39
SKU01901,96,58,9,47
SKU01902,417,45,13,47
SKU01903,216,48,4,73
SKU01904,121,53,4,65
SKU01905,451,37,13,38
SKU01906,250,71,5,64
SKU01907,131,4,6,68
SKU01908,497,24,4,51
SKU01909,208,22,6,67
SKU01910,360,67,10,30
SKU01911,184,56,12,34
SKU01912,157,49,12,41
SKU01913,408,17,4,46
SKU01914,245,70,11,63
SKU01915,247,44,12,80
SKU01916,431,33,8,79
SKU01917,406,31,5,32
SKU01918,263,85,12,80
SKU01919,116,75,3,36
SKU01920,318,65,6,39
SKU01921,280,87,3,81
SKU01922,183,82,7,38
SKU01923,268,76,5,50
SKU01924,73,3,10,88
SKU01925,308,67,11,69
SKU01926,225,53,5,85
SKU01927,157,88,10,97
SKU01928,351,77,13,35
SKU01929,322,35,10,31
SKU01930,298,76,6,95
SKU01931,357,91,13,51
SKU01932,416,54,5,89
SKU01933,491,11,10,98
SKU01934,133,38,11,86
SKU01935,230,11,10,86
SKU01936,89,79,5,32
SKU01937,425,4,12,40
SKU01938,431,70,7,85
SKU01939,443,33,5,60
SKU01940,124,70,4,99
SKU01941,346,62,6,86
SKU01942,275,49,11,41
SKU01943,248,38,3,74
SKU01944,444,69,9,99
SKU01945,215,1,8,66
SKU01946,98,51,3,51
SKU01947,163,4,9,47
SKU01948,215,36,5,93
SKU01949,187,78,12,77
SKU01950,349,81,9,45
SKU01951,359,34,4,57
SKU01952,51,93,11,88
SKU01953,374,91,7,74
SKU01954,197,23,13,87
SKU01955,460,25,9,71
SKU01956,96,52,13,67
SKU01957,275,52,12,77
SKU01958,400,18,11,93
SKU01959,398,53,12,80
SKU01960,88,3,5,93
SKU01961,78,10,3,87
SKU01962,252,26,3,50
SKU01963,88,94,8,75
SKU01964,115,90,6,94
SKU01965,496,98,5,60
SKU01966,461,0,11,72
SKU01967,133,66,5,31
SKU01968,259,63,12,98
SKU01969,314,1,4,89
SKU01970,279,60,12,65
SKU01971,134,48,8,78
SKU01972,436,73,7,90
SKU01973,395,25,10,34
SKU01974,303,14,13,45
SKU01975,306,15,7,32
SKU01976,485,46,10,84
SKU01977,284,20,4,83
SKU01978,204,37,12,87
SKU01979,367,45,11,40
SKU01980,313,96,7,93
SKU01981,70,71,5,92
SKU01982,390,63,10,49
SKU01983,313,57,4,38
SKU01984,320,93,12,39
SKU01985,334,79,6,66
SKU01986,391,70,9,70
SKU01987,281,92,8,57
SKU01988,481,37,7,58
SKU01989,484,48,13,34
SKU01990,91,6,12,65
SKU01991,410,26,12,75
SKU01992,371,24,11,56
