Date,Store_ID_x,SKU,Units Sold,Revenue,Price_x,Promotion,SKU_Name,Category,Subcategory,Price_y,Cost,Brand,Week,Month,Season,Holiday,Promotion_Events,Store_ID_y,Current Stock,Reorder Point,Safety Stock,Last Restock Date,Ordered Stock,Lead Time,Day,Year,DayOfWeek,IsWeekend,Lag_1,Lag_7,Rolling_Mean_7,Rolling_Mean_14,IsHoliday,IsPromotion
2025-02-11,ST04,SKU00639,25,399.18,15.97,0,GreenValley Ice Cream Large,Frozen Foods,Ice Cream,853.59,573.5,GreenValley,7,2,Winter,0,,ST28,31.0,21.0,8.0,2025-11-10,0.0,7.0,11,2025,1,0,0.0,0.0,25.0,25.0,0,0
2025-02-11,ST04,SKU00639,25,399.18,15.97,0,GreenValley Ice Cream Large,Frozen Foods,Ice Cream,853.59,573.5,GreenValley,7,2,Winter,0,,ST17,52.0,50.0,22.0,2025-11-17,0.0,7.0,11,2025,1,0,25.0,0.0,25.0,25.0,0,0
2025-02-11,ST04,SKU00640,8,567.86,70.98,0,EverydayPlus Sugar & Salt 250ml,Grocery,Sugar & Salt,180.34,142.8,EverydayPlus,7,2,Winter,0,,,,,,,,,11,2025,1,0,0.0,0.0,8.0,8.0,0,0
2025-02-11,ST05,SKU00641,30,238.23,7.94,0,NutriPlus Coffee Small,Beverages,Coffee,164.18,103.81,NutriPlus,7,2,Winter,0,,ST01,192.0,72.0,23.0,2025-11-22,0.0,7.0,11,2025,1,0,0.0,0.0,30.0,30.0,0,0
2025-02-11,ST05,SKU00641,30,238.23,7.94,0,NutriPlus Coffee Small,Beverages,Coffee,164.18,103.81,NutriPlus,7,2,Winter,0,,ST15,75.0,36.0,8.0,2025-11-25,0.0,7.0,11,2025,1,0,30.0,0.0,30.0,30.0,0,0
2025-02-11,ST05,SKU00642,12,208.61,17.38,0,PrimeCare Laundry Pack of 6,Home Care,Laundry,417.52,311.52,PrimeCare,7,2,Winter,0,,ST25,64.0,40.0,12.0,2025-12-04,0.0,7.0,11,2025,1,0,0.0,0.0,12.0,12.0,0,0
2025-02-11,ST06,SKU00643,15,172.85,11.52,1,ZestyCo Batteries 500ml,Electronics & Accessories,Batteries,490.78,344.46,ZestyCo,7,2,Winter,0,,ST21,37.0,26.0,11.0,2025-11-12,0.0,7.0,11,2025,1,0,0.0,0.0,15.0,15.0,0,1
2025-02-11,ST06,SKU00643,15,172.85,11.52,1,ZestyCo Batteries 500ml,Electronics & Accessories,Batteries,490.78,344.46,ZestyCo,7,2,Winter,0,,ST06,40.0,82.0,22.0,2025-11-10,0.0,7.0,11,2025,1,0,15.0,0.0,15.0,15.0,0,1
2025-02-11,ST06,SKU00643,15,172.85,11.52,1,ZestyCo Batteries 500ml,Electronics & Accessories,Batteries,490.78,344.46,ZestyCo,7,2,Winter,0,,ST10,169.0,95.0,26.0,2025-12-08,0.0,7.0,11,2025,1,0,15.0,0.0,15.0,15.0,0,1
2025-02-11,ST06,SKU00643,15,172.85,11.52,1,ZestyCo Batteries 500ml,Electronics & Accessories,Batteries,490.78,344.46,ZestyCo,7,2,Winter,0,,ST28,22.0,74.0,30.0,2025-11-16,0.0,7.0,11,2025,1,0,15.0,0.0,15.0,15.0,0,1
2025-02-11,ST06,SKU00644,20,2201.13,110.06,0,ZestyCo Footwear 2L,Apparel & Footwear,Footwear,942.82,623.16,ZestyCo,7,2,Winter,0,,ST26,162.0,91.0,44.0,2025-11-24,0.0,7.0,11,2025,1,0,0.0,0.0,20.0,20.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST29,284.0,53.0,18.0,2025-06-17,0.0,7.0,11,2025,1,0,0.0,0.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST14,239.0,70.0,31.0,2025-08-27,0.0,7.0,11,2025,1,0,25.0,0.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST27,254.0,46.0,13.0,2025-05-16,0.0,7.0,11,2025,1,0,25.0,0.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST08,231.0,48.0,20.0,2025-07-14,0.0,7.0,11,2025,1,0,25.0,0.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST06,181.0,49.0,13.0,2025-07-09,0.0,7.0,11,2025,1,0,25.0,0.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST17,193.0,49.0,20.0,2025-05-31,0.0,7.0,11,2025,1,0,25.0,0.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST21,113.0,26.0,10.0,2025-06-04,0.0,7.0,11,2025,1,0,25.0,0.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST26,419.0,87.0,21.0,2025-05-31,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST30,518.0,95.0,29.0,2025-08-07,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST24,224.0,68.0,31.0,2025-05-31,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST05,188.0,52.0,16.0,2025-05-25,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST28,151.0,43.0,18.0,2025-08-20,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST09,194.0,54.0,21.0,2025-05-09,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST03,394.0,77.0,25.0,2025-06-12,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST07,297.0,53.0,17.0,2025-07-20,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST18,279.0,79.0,27.0,2025-07-14,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST12,233.0,71.0,32.0,2025-06-16,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST16,269.0,67.0,23.0,2025-07-31,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST25,287.0,77.0,30.0,2025-05-22,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST19,474.0,80.0,23.0,2025-05-14,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST23,236.0,57.0,22.0,2025-05-07,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST04,256.0,48.0,16.0,2025-07-26,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST02,351.0,69.0,34.0,2025-05-25,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST13,242.0,48.0,14.0,2025-07-21,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST11,409.0,70.0,35.0,2025-06-02,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST22,398.0,75.0,26.0,2025-09-01,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST20,190.0,47.0,21.0,2025-06-27,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,292.66,191.28,FreshFarm,7,2,Winter,0,,ST01,315.0,54.0,16.0,2025-08-26,0.0,7.0,11,2025,1,0,25.0,25.0,25.0,25.0,0,0
2025-02-11,ST07,SKU00646,8,140.49,17.56,0,ZestyCo Cheese 250g,Dairy & Bakery,Cheese,232.5,159.1,ZestyCo,7,2,Winter,0,,ST23,277.0,94.0,29.0,2025-12-27,0.0,7.0,11,2025,1,0,0.0,0.0,8.0,8.0,0,0
2025-02-11,ST07,SKU00646,8,140.49,17.56,0,ZestyCo Cheese 250g,Dairy & Bakery,Cheese,232.5,159.1,ZestyCo,7,2,Winter,0,,ST29,30.0,65.0,29.0,2025-11-29,0.0,7.0,11,2025,1,0,8.0,0.0,8.0,8.0,0,0
2025-02-11,ST08,SKU00647,30,445.26,14.84,0,SoftTouch Office Supplies Small,Stationery & Office,Office Supplies,232.47,174.34,SoftTouch,7,2,Winter,0,,ST15,107.0,66.0,17.0,2025-12-05,0.0,7.0,11,2025,1,0,0.0,0.0,30.0,30.0,0,0
2025-02-11,ST08,SKU00648,12,823.25,68.6,0,PureLife Air Fresheners Family Pack,Home Care,Air Fresheners,216.47,125.67,PureLife,7,2,Winter,0,,ST22,138.0,62.0,28.0,2025-11-14,0.0,7.0,11,2025,1,0,0.0,0.0,12.0,12.0,0,0
2025-02-11,ST08,SKU00648,12,823.25,68.6,0,PureLife Air Fresheners Family Pack,Home Care,Air Fresheners,216.47,125.67,PureLife,7,2,Winter,0,,ST20,73.0,51.0,18.0,2025-11-07,0.0,7.0,11,2025,1,0,12.0,0.0,12.0,12.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST05,160.0,28.0,11.0,2025-06-07,0.0,7.0,11,2025,1,0,0.0,0.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST20,266.0,86.0,29.0,2025-08-23,0.0,7.0,11,2025,1,0,15.0,0.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST03,186.0,38.0,8.0,2025-05-25,0.0,7.0,11,2025,1,0,15.0,0.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST29,193.0,38.0,11.0,2025-07-03,0.0,7.0,11,2025,1,0,15.0,0.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST18,489.0,95.0,21.0,2025-05-25,0.0,7.0,11,2025,1,0,15.0,0.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST14,427.0,81.0,34.0,2025-05-27,0.0,7.0,11,2025,1,0,15.0,0.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST12,377.0,96.0,46.0,2025-07-06,0.0,7.0,11,2025,1,0,15.0,0.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST27,134.0,36.0,17.0,2025-05-24,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST06,401.0,85.0,42.0,2025-05-27,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST21,415.0,84.0,35.0,2025-07-05,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST15,439.0,85.0,31.0,2025-07-24,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST30,425.0,90.0,40.0,2025-08-31,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST24,301.0,62.0,17.0,2025-06-20,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST13,212.0,56.0,17.0,2025-05-31,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST28,274.0,48.0,11.0,2025-07-15,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST09,322.0,70.0,23.0,2025-07-26,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST22,393.0,72.0,27.0,2025-06-25,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST07,157.0,27.0,9.0,2025-05-31,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST01,300.0,56.0,24.0,2025-07-24,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST16,208.0,55.0,14.0,2025-07-30,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST10,147.0,47.0,13.0,2025-07-20,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST25,216.0,47.0,9.0,2025-08-25,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST19,139.0,34.0,16.0,2025-07-13,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST08,104.0,34.0,13.0,2025-07-01,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST23,422.0,80.0,27.0,2025-09-02,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST04,320.0,67.0,32.0,2025-07-11,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST17,110.0,23.0,11.0,2025-08-25,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST02,311.0,85.0,24.0,2025-05-12,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST26,203.0,46.0,13.0,2025-08-27,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0,DailyBest Bread Medium,Dairy & Bakery,Bread,330.24,256.82,DailyBest,7,2,Winter,0,,ST11,379.0,91.0,44.0,2025-06-01,0.0,7.0,11,2025,1,0,15.0,15.0,15.0,15.0,0,0
2025-02-11,ST09,SKU00650,20,898.08,44.9,0,PurePlus Surface Cleaners 2kg,Home Care,Surface Cleaners,282.54,210.08,PurePlus,7,2,Winter,0,,ST13,24.0,74.0,26.0,2025-12-07,0.0,7.0,11,2025,1,0,0.0,0.0,20.0,20.0,0,0
2025-02-11,ST09,SKU00650,20,898.08,44.9,0,PurePlus Surface Cleaners 2kg,Home Care,Surface Cleaners,282.54,210.08,PurePlus,7,2,Winter,0,,ST10,137.0,52.0,21.0,2025-11-17,0.0,7.0,11,2025,1,0,20.0,0.0,20.0,20.0,0,0
2025-02-11,ST09,SKU00650,20,898.08,44.9,0,PurePlus Surface Cleaners 2kg,Home Care,Surface Cleaners,282.54,210.08,PurePlus,7,2,Winter,0,,ST27,95.0,42.0,10.0,2025-11-15,0.0,7.0,11,2025,1,0,20.0,0.0,20.0,20.0,0,0
2025-02-11,ST09,SKU00650,20,898.08,44.9,0,PurePlus Surface Cleaners 2kg,Home Care,Surface Cleaners,282.54,210.08,PurePlus,7,2,Winter,0,,ST04,42.0,82.0,24.0,2025-11-27,0.0,7.0,11,2025,1,0,20.0,0.0,20.0,20.0,0,0
2025-02-11,ST10,SKU00651,25,399.18,15.97,0,MetroBrand Rice & Grains 250ml,Grocery,Rice & Grains,353.71,225.4,MetroBrand,7,2,Winter,0,,ST02,69.0,41.0,16.0,2025-11-04,0.0,7.0,11,2025,1,0,0.0,0.0,25.0,25.0,0,0
2025-02-11,ST10,SKU00652,8,567.86,70.98,0,PureLife Butter & Ghee 250ml,Dairy & Bakery,Butter & Ghee,107.32,59.3,PureLife,7,2,Winter,0,,ST18,180.0,83.0,29.0,2025-12-15,0.0,7.0,11,2025,1,0,0.0,0.0,8.0,8.0,0,0
2025-02-12,ST01,SKU00653,30,238.23,7.94,0,GoldenHarvest Frozen Meat Pack of 12,Frozen Foods,Frozen Meat,820.27,472.73,GoldenHarvest,7,2,Winter,0,,ST23,40.0,25.0,6.0,2025-11-08,0.0,7.0,12,2025,2,0,0.0,0.0,30.0,30.0,0,0
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST14,209.0,64.0,13.0,2025-06-01,0.0,7.0,12,2025,2,0,0.0,0.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST08,146.0,27.0,13.0,2025-08-05,0.0,7.0,12,2025,2,0,12.0,0.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST17,135.0,31.0,10.0,2025-08-14,0.0,7.0,12,2025,2,0,12.0,0.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST21,70.0,23.0,8.0,2025-06-26,0.0,7.0,12,2025,2,0,12.0,0.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST15,425.0,82.0,28.0,2025-08-17,0.0,7.0,12,2025,2,0,12.0,0.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST30,243.0,54.0,14.0,2025-08-26,0.0,7.0,12,2025,2,0,12.0,0.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST24,455.0,76.0,32.0,2025-06-03,0.0,7.0,12,2025,2,0,12.0,0.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST28,372.0,91.0,34.0,2025-05-08,0.0,7.0,12,2025,2,0,12.0,12.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST09,421.0,74.0,16.0,2025-05-11,0.0,7.0,12,2025,2,0,12.0,12.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST03,437.0,94.0,20.0,2025-06-18,0.0,7.0,12,2025,2,0,12.0,12.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST07,183.0,31.0,8.0,2025-06-12,0.0,7.0,12,2025,2,0,12.0,12.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST18,359.0,94.0,33.0,2025-08-14,0.0,7.0,12,2025,2,0,12.0,12.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST12,468.0,85.0,40.0,2025-08-14,0.0,7.0,12,2025,2,0,12.0,12.0,12.0,12.0,0,1
2025-02-12,ST01,SKU00654,12,208.61,17.38,1,CrispKing Office Supplies Pack of 6,Stationery & Office,Office Supplies,72.62,42.56,CrispKing,7,2,Winter,0,,ST01,499.0,84.0,19.0,2025-09-01,0.0,7.0,12,2025,2,0,12.0,12.0,12.0,12.0,0,1
