date_x,Store_ID,SKU,units_sold,revenue,unit_price,promotion,Date,Units Sold,Revenue,Price_x,Promotion,Category,Cost,Price_y,date_y,week,month,season,holiday_flag,promotion_events,Holiday,Season,Current Stock,Ordered Stock,Lead Time,Reorder Point,Day,Week,Month,Year,DayOfWeek,IsWeekend,Lag_1,Lag_7,Rolling_Mean_7,Rolling_Mean_14,IsHoliday,IsPromotion
2025-02-03,ST10,SKU00491,30,1506.33,100.42,0,2025-02-03,30,1506.33,100.42,0,Automotive,22.96,43.31,2025-02-03,6,2,Winter,0,,0,Winter,498,39,10,65,3,6,2,2025,0,0,0.0,0.0,30.0,30.0,0,0
2025-02-03,ST10,SKU00492,12,1126.69,93.89,0,2025-02-03,12,1126.69,93.89,0,Books,19.63,35.71,2025-02-03,6,2,Winter,0,,0,Winter,350,22,13,39,3,6,2,2025,0,0,0.0,0.0,12.0,12.0,0,0
2025-02-04,ST01,SKU00493,15,391.9,26.13,0,2025-02-04,15,391.9,26.13,0,Beauty,22.85,31.75,2025-02-04,6,2,Winter,0,,0,Winter,244,13,12,39,4,6,2,2025,1,0,0.0,0.0,15.0,15.0,0,0
2025-02-04,ST01,SKU00494,20,320.97,16.05,1,2025-02-04,20,320.97,16.05,1,Health,8.31,11.1,2025-02-04,6,2,Winter,0,,0,Winter,381,93,11,30,4,6,2,2025,1,0,0.0,0.0,20.0,20.0,0,1
2025-02-04,ST02,SKU00495,25,1685.32,67.41,0,2025-02-04,25,1685.32,67.41,0,Health,25.19,43.73,2025-02-04,6,2,Winter,0,,0,Winter,182,19,10,72,4,6,2,2025,1,0,0.0,0.0,25.0,25.0,0,0
2025-02-04,ST02,SKU00496,8,313.44,39.18,0,2025-02-04,8,313.44,39.18,0,Automotive,24.39,34.12,2025-02-04,6,2,Winter,0,,0,Winter,50,56,8,57,4,6,2,2025,1,0,0.0,0.0,8.0,8.0,0,0
2025-02-04,ST03,SKU00497,30,399.27,13.31,0,2025-02-04,30,399.27,13.31,0,Electronics,16.36,24.34,2025-02-04,6,2,Winter,0,,0,Winter,170,36,7,66,4,6,2,2025,1,0,0.0,0.0,30.0,30.0,0,0
2025-02-04,ST03,SKU00498,12,564.17,47.01,0,2025-02-04,12,564.17,47.01,0,Automotive,32.25,47.9,2025-02-04,6,2,Winter,0,,0,Winter,354,43,10,57,4,6,2,2025,1,0,0.0,0.0,12.0,12.0,0,0
2025-02-04,ST04,SKU00499,15,110.32,7.35,0,2025-02-04,15,110.32,7.35,0,Books,40.18,70.89,2025-02-04,6,2,Winter,0,,0,Winter,416,78,8,90,4,6,2,2025,1,0,0.0,0.0,15.0,15.0,0,0
2025-02-04,ST04,SKU00500,20,1264.58,63.23,0,2025-02-04,20,1264.58,63.23,0,Beauty,31.34,59.38,2025-02-04,6,2,Winter,0,,0,Winter,453,77,4,66,4,6,2,2025,1,0,0.0,0.0,20.0,20.0,0,0
2025-02-04,ST05,SKU00501,25,399.18,15.97,0,2025-02-04,25,399.18,15.97,0,Sports,17.14,21.35,2025-02-04,6,2,Winter,0,,0,Winter,69,25,3,64,4,6,2,2025,1,0,0.0,0.0,25.0,25.0,0,0
2025-02-04,ST05,SKU00502,8,898.08,112.26,0,2025-02-04,8,898.08,112.26,0,Books,47.15,58.06,2025-02-04,6,2,Winter,0,,0,Winter,247,58,7,62,4,6,2,2025,1,0,0.0,0.0,8.0,8.0,0,0
2025-02-04,ST06,SKU00503,30,114.18,3.81,1,2025-02-04,30,114.18,3.81,1,Food,15.11,20.31,2025-02-04,6,2,Winter,0,,0,Winter,228,77,12,49,4,6,2,2025,1,0,0.0,0.0,30.0,30.0,0,1
2025-02-04,ST06,SKU00504,12,1466.31,122.19,0,2025-02-04,12,1466.31,122.19,0,Books,9.65,16.09,2025-02-04,6,2,Winter,0,,0,Winter,230,87,13,72,4,6,2,2025,1,0,0.0,0.0,12.0,12.0,0,0
2025-02-04,ST07,SKU00505,15,353.96,23.6,0,2025-02-04,15,353.96,23.6,0,Health,22.88,36.24,2025-02-04,6,2,Winter,0,,0,Winter,175,97,11,79,4,6,2,2025,1,0,0.0,0.0,15.0,15.0,0,0
2025-02-04,ST07,SKU00506,20,319.73,15.99,0,2025-02-04,20,319.73,15.99,0,Clothing,19.54,38.66,2025-02-04,6,2,Winter,0,,0,Winter,334,56,9,85,4,6,2,2025,1,0,0.0,0.0,20.0,20.0,0,0
2025-02-04,ST08,SKU00507,25,1588.92,63.56,0,2025-02-04,25,1588.92,63.56,0,Food,25.46,41.06,2025-02-04,6,2,Winter,0,,0,Winter,476,49,9,73,4,6,2,2025,1,0,0.0,0.0,25.0,25.0,0,0
2025-02-04,ST08,SKU00508,8,567.86,70.98,0,2025-02-04,8,567.86,70.98,0,Clothing,20.42,33.2,2025-02-04,6,2,Winter,0,,0,Winter,343,83,9,74,4,6,2,2025,1,0,0.0,0.0,8.0,8.0,0,0
2025-02-04,ST09,SKU00509,30,238.23,7.94,0,2025-02-04,30,238.23,7.94,0,Food,6.35,9.18,2025-02-04,6,2,Winter,0,,0,Winter,357,79,4,37,4,6,2,2025,1,0,0.0,0.0,30.0,30.0,0,0
2025-02-04,ST09,SKU00510,12,208.61,17.38,0,2025-02-04,12,208.61,17.38,0,Clothing,14.08,24.49,2025-02-04,6,2,Winter,0,,0,Winter,390,0,9,37,4,6,2,2025,1,0,0.0,0.0,12.0,12.0,0,0
2025-02-04,ST10,SKU00511,15,172.85,11.52,0,2025-02-04,15,172.85,11.52,0,Clothing,13.48,24.05,2025-02-04,6,2,Winter,0,,0,Winter,206,95,8,34,4,6,2,2025,1,0,0.0,0.0,15.0,15.0,0,0
2025-02-04,ST10,SKU00512,20,2201.13,110.06,0,2025-02-04,20,2201.13,110.06,0,Toys,44.07,59.12,2025-02-04,6,2,Winter,0,,0,Winter,135,46,4,94,4,6,2,2025,1,0,0.0,0.0,20.0,20.0,0,0
2025-02-05,ST01,SKU00513,25,878.1,35.12,0,2025-02-05,25,878.1,35.12,0,Clothing,34.77,68.95,2025-02-05,6,2,Winter,0,,0,Winter,360,89,13,59,5,6,2,2025,2,0,0.0,0.0,25.0,25.0,0,0
2025-02-05,ST01,SKU00514,8,140.49,17.56,1,2025-02-05,8,140.49,17.56,1,Health,5.79,8.08,2025-02-05,6,2,Winter,0,,0,Winter,163,81,3,55,5,6,2,2025,2,0,0.0,0.0,8.0,8.0,0,1
2025-02-05,ST02,SKU00515,30,445.26,14.84,0,2025-02-05,30,445.26,14.84,0,Health,44.1,73.05,2025-02-05,6,2,Winter,0,,0,Winter,185,46,10,75,5,6,2,2025,2,0,0.0,0.0,30.0,30.0,0,0
2025-02-05,ST02,SKU00516,12,823.25,68.6,0,2025-02-05,12,823.25,68.6,0,Beauty,40.8,78.94,2025-02-05,6,2,Winter,0,,0,Winter,338,0,5,60,5,6,2,2025,2,0,0.0,0.0,12.0,12.0,0,0
2025-02-05,ST03,SKU00517,15,267.35,17.82,0,2025-02-05,15,267.35,17.82,0,Electronics,14.71,25.4,2025-02-05,6,2,Winter,0,,0,Winter,191,52,7,91,5,6,2,2025,2,0,0.0,0.0,15.0,15.0,0,0
2025-02-05,ST03,SKU00518,20,898.08,44.9,0,2025-02-05,20,898.08,44.9,0,Books,35.01,58.18,2025-02-05,6,2,Winter,0,,0,Winter,269,65,4,93,5,6,2,2025,2,0,0.0,0.0,20.0,20.0,0,0
2025-02-05,ST04,SKU00519,25,399.18,15.97,0,2025-02-05,25,399.18,15.97,0,Clothing,49.97,61.9,2025-02-05,6,2,Winter,0,,0,Winter,112,72,3,70,5,6,2,2025,2,0,0.0,0.0,25.0,25.0,0,0
2025-02-05,ST04,SKU00520,8,567.86,70.98,0,2025-02-05,8,567.86,70.98,0,Automotive,43.99,87.74,2025-02-05,6,2,Winter,0,,0,Winter,138,47,11,60,5,6,2,2025,2,0,0.0,0.0,8.0,8.0,0,0
2025-02-05,ST05,SKU00521,30,238.23,7.94,0,2025-02-05,30,238.23,7.94,0,Automotive,9.07,12.98,2025-02-05,6,2,Winter,0,,0,Winter,373,97,8,33,5,6,2,2025,2,0,0.0,0.0,30.0,30.0,0,0
2025-02-05,ST05,SKU00522,12,208.61,17.38,0,2025-02-05,12,208.61,17.38,0,Sports,34.27,62.11,2025-02-05,6,2,Winter,0,,0,Winter,151,18,8,42,5,6,2,2025,2,0,0.0,0.0,12.0,12.0,0,0
2025-02-05,ST06,SKU00523,15,172.85,11.52,1,2025-02-05,15,172.85,11.52,1,Sports,35.04,64.7,2025-02-05,6,2,Winter,0,,0,Winter,328,82,13,30,5,6,2,2025,2,0,0.0,0.0,15.0,15.0,0,1
2025-02-05,ST06,SKU00524,20,2201.13,110.06,0,2025-02-05,20,2201.13,110.06,0,Clothing,44.51,64.7,2025-02-05,6,2,Winter,0,,0,Winter,393,53,9,44,5,6,2,2025,2,0,0.0,0.0,20.0,20.0,0,0
2025-02-05,ST07,SKU00525,25,878.1,35.12,0,2025-02-05,25,878.1,35.12,0,Electronics,10.41,17.03,2025-02-05,6,2,Winter,0,,0,Winter,114,75,12,44,5,6,2,2025,2,0,0.0,0.0,25.0,25.0,0,0
2025-02-05,ST07,SKU00526,8,140.49,17.56,0,2025-02-05,8,140.49,17.56,0,Automotive,19.78,33.7,2025-02-05,6,2,Winter,0,,0,Winter,454,18,11,62,5,6,2,2025,2,0,0.0,0.0,8.0,8.0,0,0
2025-02-05,ST08,SKU00527,30,445.26,14.84,0,2025-02-05,30,445.26,14.84,0,Health,22.83,40.09,2025-02-05,6,2,Winter,0,,0,Winter,354,95,3,64,5,6,2,2025,2,0,0.0,0.0,30.0,30.0,0,0
2025-02-05,ST08,SKU00528,12,823.25,68.6,0,2025-02-05,12,823.25,68.6,0,Automotive,31.84,52.11,2025-02-05,6,2,Winter,0,,0,Winter,477,89,13,95,5,6,2,2025,2,0,0.0,0.0,12.0,12.0,0,0
2025-02-05,ST09,SKU00529,15,267.35,17.82,0,2025-02-05,15,267.35,17.82,0,Home & Garden,15.23,19.16,2025-02-05,6,2,Winter,0,,0,Winter,479,8,5,55,5,6,2,2025,2,0,0.0,0.0,15.0,15.0,0,0
2025-02-05,ST09,SKU00530,20,898.08,44.9,0,2025-02-05,20,898.08,44.9,0,Home & Garden,12.58,21.56,2025-02-05,6,2,Winter,0,,0,Winter,377,47,4,99,5,6,2,2025,2,0,0.0,0.0,20.0,20.0,0,0
2025-02-05,ST10,SKU00531,25,399.18,15.97,0,2025-02-05,25,399.18,15.97,0,Clothing,25.86,38.88,2025-02-05,6,2,Winter,0,,0,Winter,461,92,12,54,5,6,2,2025,2,0,0.0,0.0,25.0,25.0,0,0
2025-02-05,ST10,SKU00532,8,567.86,70.98,0,2025-02-05,8,567.86,70.98,0,Health,47.82,89.79,2025-02-05,6,2,Winter,0,,0,Winter,61,4,4,77,5,6,2,2025,2,0,0.0,0.0,8.0,8.0,0,0
2025-02-06,ST01,SKU00533,30,238.23,7.94,0,2025-02-06,30,238.23,7.94,0,Books,41.62,53.57,2025-02-06,6,2,Winter,0,,0,Winter,342,78,6,44,6,6,2,2025,3,0,0.0,0.0,30.0,30.0,0,0
2025-02-06,ST01,SKU00534,12,208.61,17.38,1,2025-02-06,12,208.61,17.38,1,Books,22.95,38.19,2025-02-06,6,2,Winter,0,,0,Winter,92,47,9,99,6,6,2,2025,3,0,0.0,0.0,12.0,12.0,0,1
2025-02-06,ST02,SKU00535,15,172.85,11.52,0,2025-02-06,15,172.85,11.52,0,Sports,32.36,58.63,2025-02-06,6,2,Winter,0,,0,Winter,351,42,7,52,6,6,2,2025,3,0,0.0,0.0,15.0,15.0,0,0
2025-02-06,ST02,SKU00536,20,2201.13,110.06,0,2025-02-06,20,2201.13,110.06,0,Toys,38.61,68.43,2025-02-06,6,2,Winter,0,,0,Winter,156,79,7,44,6,6,2,2025,3,0,0.0,0.0,20.0,20.0,0,0
2025-02-06,ST03,SKU00537,25,878.1,35.12,0,2025-02-06,25,878.1,35.12,0,Books,13.81,16.66,2025-02-06,6,2,Winter,0,,0,Winter,330,35,13,80,6,6,2,2025,3,0,0.0,0.0,25.0,25.0,0,0
2025-02-06,ST03,SKU00538,8,140.49,17.56,0,2025-02-06,8,140.49,17.56,0,Books,45.41,63.34,2025-02-06,6,2,Winter,0,,0,Winter,320,67,7,42,6,6,2,2025,3,0,0.0,0.0,8.0,8.0,0,0
2025-02-06,ST04,SKU00539,30,445.26,14.84,0,2025-02-06,30,445.26,14.84,0,Home & Garden,7.71,15.02,2025-02-06,6,2,Winter,0,,0,Winter,324,33,6,81,6,6,2,2025,3,0,0.0,0.0,30.0,30.0,0,0
2025-02-06,ST04,SKU00540,12,823.25,68.6,0,2025-02-06,12,823.25,68.6,0,Toys,13.76,18.34,2025-02-06,6,2,Winter,0,,0,Winter,76,28,5,37,6,6,2,2025,3,0,0.0,0.0,12.0,12.0,0,0
2025-02-06,ST05,SKU00541,15,267.35,17.82,0,2025-02-06,15,267.35,17.82,0,Sports,16.55,23.64,2025-02-06,6,2,Winter,0,,0,Winter,193,35,4,31,6,6,2,2025,3,0,0.0,0.0,15.0,15.0,0,0
2025-02-06,ST05,SKU00542,20,898.08,44.9,0,2025-02-06,20,898.08,44.9,0,Home & Garden,31.14,39.6,2025-02-06,6,2,Winter,0,,0,Winter,482,76,6,36,6,6,2,2025,3,0,0.0,0.0,20.0,20.0,0,0
2025-02-06,ST06,SKU00543,25,399.18,15.97,1,2025-02-06,25,399.18,15.97,1,Clothing,23.0,45.56,2025-02-06,6,2,Winter,0,,0,Winter,400,73,9,42,6,6,2,2025,3,0,0.0,0.0,25.0,25.0,0,1
2025-02-06,ST06,SKU00544,8,567.86,70.98,0,2025-02-06,8,567.86,70.98,0,Health,10.48,14.1,2025-02-06,6,2,Winter,0,,0,Winter,208,70,10,71,6,6,2,2025,3,0,0.0,0.0,8.0,8.0,0,0
2025-02-06,ST07,SKU00545,30,238.23,7.94,0,2025-02-06,30,238.23,7.94,0,Health,40.99,55.24,2025-02-06,6,2,Winter,0,,0,Winter,494,41,10,65,6,6,2,2025,3,0,0.0,0.0,30.0,30.0,0,0
2025-02-06,ST07,SKU00546,12,208.61,17.38,0,2025-02-06,12,208.61,17.38,0,Beauty,40.7,54.88,2025-02-06,6,2,Winter,0,,0,Winter,133,67,8,36,6,6,2,2025,3,0,0.0,0.0,12.0,12.0,0,0
2025-02-06,ST08,SKU00547,15,172.85,11.52,0,2025-02-06,15,172.85,11.52,0,Beauty,48.33,76.69,2025-02-06,6,2,Winter,0,,0,Winter,359,0,10,74,6,6,2,2025,3,0,0.0,0.0,15.0,15.0,0,0
2025-02-06,ST08,SKU00548,20,2201.13,110.06,0,2025-02-06,20,2201.13,110.06,0,Food,41.71,62.51,2025-02-06,6,2,Winter,0,,0,Winter,411,46,13,42,6,6,2,2025,3,0,0.0,0.0,20.0,20.0,0,0
2025-02-06,ST09,SKU00549,25,878.1,35.12,0,2025-02-06,25,878.1,35.12,0,Health,10.05,12.09,2025-02-06,6,2,Winter,0,,0,Winter,424,21,8,50,6,6,2,2025,3,0,0.0,0.0,25.0,25.0,0,0
2025-02-06,ST09,SKU00550,8,140.49,17.56,0,2025-02-06,8,140.49,17.56,0,Toys,41.86,79.85,2025-02-06,6,2,Winter,0,,0,Winter,263,91,11,55,6,6,2,2025,3,0,0.0,0.0,8.0,8.0,0,0
2025-02-06,ST10,SKU00551,30,445.26,14.84,0,2025-02-06,30,445.26,14.84,0,Automotive,40.72,69.93,2025-02-06,6,2,Winter,0,,0,Winter,58,14,12,71,6,6,2,2025,3,0,0.0,0.0,30.0,30.0,0,0
2025-02-06,ST10,SKU00552,12,823.25,68.6,0,2025-02-06,12,823.25,68.6,0,Beauty,23.5,43.98,2025-02-06,6,2,Winter,0,,0,Winter,121,23,3,55,6,6,2,2025,3,0,0.0,0.0,12.0,12.0,0,0
2025-02-07,ST01,SKU00553,15,267.35,17.82,0,2025-02-07,15,267.35,17.82,0,Beauty,39.65,65.23,2025-02-07,6,2,Winter,0,,0,Winter,396,36,6,79,7,6,2,2025,4,0,0.0,0.0,15.0,15.0,0,0
2025-02-07,ST01,SKU00554,20,898.08,44.9,1,2025-02-07,20,898.08,44.9,1,Books,18.59,33.2,2025-02-07,6,2,Winter,0,,0,Winter,201,18,6,89,7,6,2,2025,4,0,0.0,0.0,20.0,20.0,0,1
2025-02-07,ST02,SKU00555,25,399.18,15.97,0,2025-02-07,25,399.18,15.97,0,Sports,24.07,41.74,2025-02-07,6,2,Winter,0,,0,Winter,216,73,11,47,7,6,2,2025,4,0,0.0,0.0,25.0,25.0,0,0
2025-02-07,ST02,SKU00556,8,567.86,70.98,0,2025-02-07,8,567.86,70.98,0,Clothing,39.5,52.13,2025-02-07,6,2,Winter,0,,0,Winter,452,35,12,84,7,6,2,2025,4,0,0.0,0.0,8.0,8.0,0,0
2025-02-07,ST03,SKU00557,30,238.23,7.94,0,2025-02-07,30,238.23,7.94,0,Food,31.4,41.9,2025-02-07,6,2,Winter,0,,0,Winter,291,68,3,62,7,6,2,2025,4,0,0.0,0.0,30.0,30.0,0,0
2025-02-07,ST03,SKU00558,12,208.61,17.38,0,2025-02-07,12,208.61,17.38,0,Home & Garden,44.12,69.63,2025-02-07,6,2,Winter,0,,0,Winter,168,20,3,51,7,6,2,2025,4,0,0.0,0.0,12.0,12.0,0,0
2025-02-07,ST04,SKU00559,15,172.85,11.52,0,2025-02-07,15,172.85,11.52,0,Books,9.31,11.34,2025-02-07,6,2,Winter,0,,0,Winter,481,36,5,61,7,6,2,2025,4,0,0.0,0.0,15.0,15.0,0,0
2025-02-07,ST04,SKU00560,20,2201.13,110.06,0,2025-02-07,20,2201.13,110.06,0,Home & Garden,32.32,52.92,2025-02-07,6,2,Winter,0,,0,Winter,60,9,11,86,7,6,2,2025,4,0,0.0,0.0,20.0,20.0,0,0
2025-02-07,ST05,SKU00561,25,878.1,35.12,0,2025-02-07,25,878.1,35.12,0,Health,16.56,28.24,2025-02-07,6,2,Winter,0,,0,Winter,303,24,4,93,7,6,2,2025,4,0,0.0,0.0,25.0,25.0,0,0
2025-02-07,ST05,SKU00562,8,140.49,17.56,0,2025-02-07,8,140.49,17.56,0,Automotive,27.35,54.44,2025-02-07,6,2,Winter,0,,0,Winter,340,6,7,47,7,6,2,2025,4,0,0.0,0.0,8.0,8.0,0,0
2025-02-07,ST06,SKU00563,30,445.26,14.84,1,2025-02-07,30,445.26,14.84,1,Home & Garden,31.87,55.47,2025-02-07,6,2,Winter,0,,0,Winter,372,41,8,68,7,6,2,2025,4,0,0.0,0.0,30.0,30.0,0,1
2025-02-07,ST06,SKU00564,12,823.25,68.6,0,2025-02-07,12,823.25,68.6,0,Health,24.27,43.06,2025-02-07,6,2,Winter,0,,0,Winter,474,74,9,53,7,6,2,2025,4,0,0.0,0.0,12.0,12.0,0,0
2025-02-07,ST07,SKU00565,15,267.35,17.82,0,2025-02-07,15,267.35,17.82,0,Electronics,5.71,8.41,2025-02-07,6,2,Winter,0,,0,Winter,237,45,5,97,7,6,2,2025,4,0,0.0,0.0,15.0,15.0,0,0
2025-02-07,ST07,SKU00566,20,898.08,44.9,0,2025-02-07,20,898.08,44.9,0,Home & Garden,32.14,47.25,2025-02-07,6,2,Winter,0,,0,Winter,267,41,9,65,7,6,2,2025,4,0,0.0,0.0,20.0,20.0,0,0
2025-02-07,ST08,SKU00567,25,399.18,15.97,0,2025-02-07,25,399.18,15.97,0,Food,39.77,56.15,2025-02-07,6,2,Winter,0,,0,Winter,281,96,6,32,7,6,2,2025,4,0,0.0,0.0,25.0,25.0,0,0
2025-02-07,ST08,SKU00568,8,567.86,70.98,0,2025-02-07,8,567.86,70.98,0,Books,45.24,61.23,2025-02-07,6,2,Winter,0,,0,Winter,122,7,3,99,7,6,2,2025,4,0,0.0,0.0,8.0,8.0,0,0
2025-02-07,ST09,SKU00569,30,238.23,7.94,0,2025-02-07,30,238.23,7.94,0,Beauty,21.51,31.73,2025-02-07,6,2,Winter,0,,0,Winter,474,67,3,89,7,6,2,2025,4,0,0.0,0.0,30.0,30.0,0,0
2025-02-07,ST09,SKU00570,12,208.61,17.38,0,2025-02-07,12,208.61,17.38,0,Food,8.12,13.12,2025-02-07,6,2,Winter,0,,0,Winter,179,59,7,73,7,6,2,2025,4,0,0.0,0.0,12.0,12.0,0,0
2025-02-07,ST10,SKU00571,15,172.85,11.52,0,2025-02-07,15,172.85,11.52,0,Clothing,35.13,44.12,2025-02-07,6,2,Winter,0,,0,Winter,76,31,7,37,7,6,2,2025,4,0,0.0,0.0,15.0,15.0,0,0
2025-02-07,ST10,SKU00572,20,2201.13,110.06,0,2025-02-07,20,2201.13,110.06,0,Books,17.2,28.8,2025-02-07,6,2,Winter,0,,0,Winter,279,71,4,96,7,6,2,2025,4,0,0.0,0.0,20.0,20.0,0,0
2025-02-08,ST01,SKU00573,25,878.1,35.12,0,2025-02-08,25,878.1,35.12,0,Home & Garden,28.98,42.3,2025-02-08,6,2,Winter,0,,0,Winter,349,57,5,99,8,6,2,2025,5,1,0.0,0.0,25.0,25.0,0,0
2025-02-08,ST01,SKU00574,8,140.49,17.56,1,2025-02-08,8,140.49,17.56,1,Home & Garden,13.56,16.85,2025-02-08,6,2,Winter,0,,0,Winter,179,86,4,64,8,6,2,2025,5,1,0.0,0.0,8.0,8.0,0,1
2025-02-08,ST02,SKU00575,30,445.26,14.84,0,2025-02-08,30,445.26,14.84,0,Clothing,21.33,42.59,2025-02-08,6,2,Winter,0,,0,Winter,403,86,6,37,8,6,2,2025,5,1,0.0,0.0,30.0,30.0,0,0
2025-02-08,ST02,SKU00576,12,823.25,68.6,0,2025-02-08,12,823.25,68.6,0,Food,25.93,32.37,2025-02-08,6,2,Winter,0,,0,Winter,199,43,12,65,8,6,2,2025,5,1,0.0,0.0,12.0,12.0,0,0
2025-02-08,ST03,SKU00577,15,267.35,17.82,0,2025-02-08,15,267.35,17.82,0,Health,48.09,64.46,2025-02-08,6,2,Winter,0,,0,Winter,382,92,11,84,8,6,2,2025,5,1,0.0,0.0,15.0,15.0,0,0
2025-02-08,ST03,SKU00578,20,898.08,44.9,0,2025-02-08,20,898.08,44.9,0,Automotive,12.67,19.36,2025-02-08,6,2,Winter,0,,0,Winter,257,61,11,84,8,6,2,2025,5,1,0.0,0.0,20.0,20.0,0,0
2025-02-08,ST04,SKU00579,25,399.18,15.97,0,2025-02-08,25,399.18,15.97,0,Automotive,41.98,50.42,2025-02-08,6,2,Winter,0,,0,Winter,449,11,3,45,8,6,2,2025,5,1,0.0,0.0,25.0,25.0,0,0
2025-02-08,ST04,SKU00580,8,567.86,70.98,0,2025-02-08,8,567.86,70.98,0,Beauty,40.8,79.21,2025-02-08,6,2,Winter,0,,0,Winter,445,7,6,32,8,6,2,2025,5,1,0.0,0.0,8.0,8.0,0,0
2025-02-08,ST05,SKU00581,30,238.23,7.94,0,2025-02-08,30,238.23,7.94,0,Food,22.97,30.36,2025-02-08,6,2,Winter,0,,0,Winter,193,29,9,34,8,6,2,2025,5,1,0.0,0.0,30.0,30.0,0,0
2025-02-08,ST05,SKU00582,12,208.61,17.38,0,2025-02-08,12,208.61,17.38,0,Books,38.17,69.28,2025-02-08,6,2,Winter,0,,0,Winter,409,64,11,59,8,6,2,2025,5,1,0.0,0.0,12.0,12.0,0,0
2025-02-08,ST06,SKU00583,15,172.85,11.52,1,2025-02-08,15,172.85,11.52,1,Electronics,42.89,69.35,2025-02-08,6,2,Winter,0,,0,Winter,198,83,8,51,8,6,2,2025,5,1,0.0,0.0,15.0,15.0,0,1
2025-02-08,ST06,SKU00584,20,2201.13,110.06,0,2025-02-08,20,2201.13,110.06,0,Toys,16.57,30.32,2025-02-08,6,2,Winter,0,,0,Winter,280,31,3,45,8,6,2,2025,5,1,0.0,0.0,20.0,20.0,0,0
2025-02-08,ST07,SKU00585,25,878.1,35.12,0,2025-02-08,25,878.1,35.12,0,Electronics,32.38,51.99,2025-02-08,6,2,Winter,0,,0,Winter,87,97,6,52,8,6,2,2025,5,1,0.0,0.0,25.0,25.0,0,0
2025-02-08,ST07,SKU00586,8,140.49,17.56,0,2025-02-08,8,140.49,17.56,0,Sports,36.89,45.34,2025-02-08,6,2,Winter,0,,0,Winter,163,65,11,31,8,6,2,2025,5,1,0.0,0.0,8.0,8.0,0,0
2025-02-08,ST08,SKU00587,30,445.26,14.84,0,2025-02-08,30,445.26,14.84,0,Electronics,15.23,22.44,2025-02-08,6,2,Winter,0,,0,Winter,298,72,3,96,8,6,2,2025,5,1,0.0,0.0,30.0,30.0,0,0
2025-02-08,ST08,SKU00588,12,823.25,68.6,0,2025-02-08,12,823.25,68.6,0,Automotive,8.94,17.44,2025-02-08,6,2,Winter,0,,0,Winter,229,61,9,55,8,6,2,2025,5,1,0.0,0.0,12.0,12.0,0,0
2025-02-08,ST09,SKU00589,15,267.35,17.82,0,2025-02-08,15,267.35,17.82,0,Automotive,27.94,51.97,2025-02-08,6,2,Winter,0,,0,Winter,245,81,9,35,8,6,2,2025,5,1,0.0,0.0,15.0,15.0,0,0
2025-02-08,ST09,SKU00590,20,898.08,44.9,0,2025-02-08,20,898.08,44.9,0,Food,47.41,90.01,2025-02-08,6,2,Winter,0,,0,Winter,468,21,13,44,8,6,2,2025,5,1,0.0,0.0,20.0,20.0,0,0
2025-02-08,ST10,SKU00591,25,399.18,15.97,0,2025-02-08,25,399.18,15.97,0,Toys,46.37,74.08,2025-02-08,6,2,Winter,0,,0,Winter,391,59,7,41,8,6,2,2025,5,1,0.0,0.0,25.0,25.0,0,0
2025-02-08,ST10,SKU00592,8,567.86,70.98,0,2025-02-08,8,567.86,70.98,0,Toys,30.5,46.14,2025-02-08,6,2,Winter,0,,0,Winter,288,48,12,67,8,6,2,2025,5,1,0.0,0.0,8.0,8.0,0,0
2025-02-09,ST01,SKU00593,30,238.23,7.94,0,2025-02-09,30,238.23,7.94,0,Electronics,10.24,18.98,2025-02-09,6,2,Winter,0,,0,Winter,131,44,5,59,9,6,2,2025,6,1,0.0,0.0,30.0,30.0,0,0
2025-02-09,ST01,SKU00594,12,208.61,17.38,1,2025-02-09,12,208.61,17.38,1,Home & Garden,35.34,57.47,2025-02-09,6,2,Winter,0,,0,Winter,265,29,8,96,9,6,2,2025,6,1,0.0,0.0,12.0,12.0,0,1
2025-02-09,ST02,SKU00595,15,172.85,11.52,0,2025-02-09,15,172.85,11.52,0,Toys,11.36,15.56,2025-02-09,6,2,Winter,0,,0,Winter,385,6,6,43,9,6,2,2025,6,1,0.0,0.0,15.0,15.0,0,0
2025-02-09,ST02,SKU00596,20,2201.13,110.06,0,2025-02-09,20,2201.13,110.06,0,Automotive,19.51,23.77,2025-02-09,6,2,Winter,0,,0,Winter,122,14,7,64,9,6,2,2025,6,1,0.0,0.0,20.0,20.0,0,0
2025-02-09,ST03,SKU00597,25,878.1,35.12,0,2025-02-09,25,878.1,35.12,0,Clothing,15.06,29.61,2025-02-09,6,2,Winter,0,,0,Winter,115,90,4,64,9,6,2,2025,6,1,0.0,0.0,25.0,25.0,0,0
2025-02-09,ST03,SKU00598,8,140.49,17.56,0,2025-02-09,8,140.49,17.56,0,Clothing,33.84,62.88,2025-02-09,6,2,Winter,0,,0,Winter,255,19,4,39,9,6,2,2025,6,1,0.0,0.0,8.0,8.0,0,0
2025-02-09,ST04,SKU00599,30,445.26,14.84,0,2025-02-09,30,445.26,14.84,0,Automotive,26.57,38.55,2025-02-09,6,2,Winter,0,,0,Winter,74,65,11,83,9,6,2,2025,6,1,0.0,0.0,30.0,30.0,0,0
