SKU,Current_Stock,Forecast,Category
SKU00851,80,30.0,Books
SKU00852,374,12.0,Electronics
SKU00853,116,15.0,Health
SKU00854,204,20.0,Electronics
SKU00855,283,25.0,Beauty
SKU00856,364,8.0,Toys
SKU00857,475,30.0,Clothing
SKU00858,136,12.0,Home & Garden
SKU00859,250,15.0,Toys
SKU00860,175,20.0,Home & Garden
SKU00861,118,25.0,Books
SKU00862,446,8.0,Books
SKU00863,428,30.0,Food
SKU00864,91,12.0,Automotive
SKU00865,432,15.0,Sports
SKU00866,434,20.0,Toys
SKU00867,160,25.0,Electronics
SKU00868,322,8.0,Books
SKU00869,299,30.0,Health
SKU00870,333,12.0,Health
SKU00871,423,15.0,Books
SKU00872,359,20.0,Home & Garden
SKU00873,295,25.0,Home & Garden
SKU00874,233,8.0,Sports
SKU00875,61,30.0,Clothing
SKU00876,203,12.0,Health
SKU00877,232,15.0,Beauty
SKU00878,495,20.0,Sports
SKU00879,460,25.0,Books
SKU00880,486,8.0,Toys
SKU00881,224,30.0,Books
SKU00882,97,12.0,Health
SKU00883,386,15.0,Home & Garden
SKU00884,112,20.0,Sports
SKU00885,374,25.0,Health
SKU00886,398,8.0,Beauty
SKU00887,103,30.0,Automotive
SKU00888,175,12.0,Books
SKU00889,201,15.0,Home & Garden
SKU00890,106,20.0,Food
SKU00891,419,25.0,Automotive
SKU00892,184,8.0,Electronics
SKU00893,74,30.0,Home & Garden
SKU00894,86,12.0,Books
SKU00895,438,15.0,Food
SKU00896,213,20.0,Toys
SKU00897,153,25.0,Health
SKU00898,479,8.0,Clothing
SKU00899,407,30.0,Automotive
SKU00900,447,12.0,Clothing
SKU00901,110,15.0,Food
SKU00902,115,20.0,Sports
SKU00903,283,25.0,Books
SKU00904,371,8.0,Automotive
SKU00905,233,30.0,Clothing
SKU00906,441,12.0,Clothing
SKU00907,76,15.0,Toys
SKU00908,344,20.0,Clothing
SKU00909,486,25.0,Toys
SKU00910,102,8.0,Food
SKU00911,263,30.0,Toys
SKU00912,72,12.0,Beauty
SKU00913,103,15.0,Food
SKU00914,419,20.0,Beauty
SKU00915,415,25.0,Food
SKU00916,79,8.0,Automotive
SKU00917,313,30.0,Home & Garden
SKU00918,339,12.0,Toys
SKU00919,128,15.0,Health
SKU00920,323,20.0,Sports
SKU00921,258,25.0,Clothing
SKU00922,313,8.0,Beauty
SKU00923,477,30.0,Sports
SKU00924,156,12.0,Clothing
SKU00925,211,15.0,Clothing
SKU00926,356,20.0,Automotive
SKU00927,247,25.0,Electronics
SKU00928,450,8.0,Toys
SKU00929,466,30.0,Clothing
SKU00930,443,12.0,Automotive
SKU00931,284,15.0,Automotive
SKU00932,73,20.0,Clothing
SKU00933,480,25.0,Home & Garden
SKU00934,389,8.0,Beauty
SKU00935,342,30.0,Health
SKU00936,408,12.0,Automotive
SKU00937,195,15.0,Food
SKU00938,259,20.0,Books
SKU00939,435,25.0,Electronics
SKU00940,359,8.0,Automotive
SKU00941,286,30.0,Books
SKU00942,312,12.0,Food
SKU00943,77,15.0,Clothing
SKU00944,359,20.0,Automotive
SKU00945,301,25.0,Clothing
SKU00946,167,8.0,Clothing
SKU00947,93,30.0,Toys
SKU00948,62,12.0,Food
SKU00949,307,15.0,Beauty
SKU00950,187,20.0,Home & Garden
SKU00951,160,25.0,Books
SKU00952,78,8.0,Electronics
SKU00953,395,30.0,Home & Garden
SKU00954,321,12.0,Toys
SKU00955,332,15.0,Books
SKU00956,224,20.0,Toys
SKU00957,470,25.0,Sports
SKU00958,82,8.0,Home & Garden
SKU00959,293,30.0,Toys
SKU00960,277,12.0,Automotive
SKU00961,380,15.0,Toys
SKU00962,263,20.0,Electronics
SKU00963,462,25.0,Toys
SKU00964,254,8.0,Automotive
SKU00965,267,30.0,Books
SKU00966,168,12.0,Food
SKU00967,380,15.0,Books
SKU00968,108,20.0,Home & Garden
SKU00969,75,25.0,Electronics
SKU00970,388,8.0,Toys
SKU00971,400,30.0,Automotive
SKU00972,98,12.0,Food
SKU00973,237,15.0,Beauty
SKU00974,291,20.0,Sports
SKU00975,133,25.0,Toys
SKU00976,210,8.0,Food
SKU00977,275,30.0,Health
SKU00978,95,12.0,Books
SKU00979,111,15.0,Electronics
SKU00980,446,20.0,Beauty
SKU00981,142,25.0,Automotive
SKU00982,258,8.0,Clothing
SKU00983,400,30.0,Beauty
SKU00984,321,12.0,Clothing
SKU00985,233,15.0,Books
SKU00986,381,20.0,Toys
SKU00987,68,25.0,Home & Garden
SKU00988,439,8.0,Electronics
SKU00989,108,30.0,Clothing
SKU00990,294,12.0,Toys
SKU00991,296,15.0,Beauty
SKU00992,401,20.0,Automotive
SKU00993,88,25.0,Clothing
SKU00994,186,8.0,Toys
SKU00995,150,30.0,Home & Garden
SKU00996,265,12.0,Electronics
SKU00997,104,15.0,Clothing
SKU00998,150,20.0,Health
SKU00999,413,25.0,Electronics
SKU01000,487,8.0,Sports
SKU01001,209,30.0,Toys
SKU01002,453,12.0,Sports
SKU01003,323,15.0,Health
SKU01004,140,20.0,Health
SKU01005,163,25.0,Beauty
SKU01006,414,8.0,Automotive
SKU01007,364,30.0,Health
SKU01008,427,12.0,Food
SKU01009,403,15.0,Automotive
SKU01010,305,20.0,Sports
SKU01011,198,25.0,Home & Garden
SKU01012,158,8.0,Electronics
SKU01013,376,30.0,Sports
SKU01014,454,12.0,Electronics
SKU01015,411,15.0,Sports
SKU01016,90,20.0,Automotive
SKU01017,461,25.0,Electronics
SKU01018,470,8.0,Automotive
SKU01019,332,30.0,Beauty
SKU01020,73,12.0,Health
SKU01021,490,15.0,Food
SKU01022,297,20.0,Beauty
SKU01023,367,25.0,Food
SKU01024,103,8.0,Sports
SKU01025,187,30.0,Home & Garden
SKU01026,134,12.0,Automotive
SKU01027,433,15.0,Home & Garden
SKU01028,381,20.0,Beauty
SKU01029,288,25.0,Sports
SKU01030,392,8.0,Health
SKU01031,239,30.0,Electronics
SKU01032,255,12.0,Food
SKU01033,423,15.0,Books
SKU01034,71,20.0,Automotive
SKU01035,290,25.0,Automotive
SKU01036,475,8.0,Toys
SKU01037,304,30.0,Home & Garden
SKU01038,59,12.0,Toys
SKU01039,373,15.0,Automotive
SKU01040,172,20.0,Clothing
SKU01041,240,25.0,Home & Garden
SKU01042,130,8.0,Toys
SKU01043,145,30.0,Toys
SKU01044,50,12.0,Electronics
SKU01045,175,15.0,Health
SKU01046,300,20.0,Automotive
SKU01047,119,25.0,Toys
SKU01048,294,8.0,Sports
SKU01049,98,30.0,Books
SKU01050,114,12.0,Automotive
SKU01051,149,15.0,Beauty
SKU01052,418,20.0,Food
SKU01053,127,25.0,Food
SKU01054,211,8.0,Automotive
SKU01055,265,30.0,Automotive
SKU01056,426,12.0,Sports
SKU01057,388,15.0,Electronics
SKU01058,385,20.0,Food
SKU01059,289,25.0,Health
SKU01060,253,8.0,Sports
SKU01061,138,30.0,Sports
SKU01062,200,12.0,Electronics
SKU01063,420,15.0,Sports
SKU01064,255,20.0,Toys
SKU01065,163,25.0,Home & Garden
SKU01066,259,8.0,Toys
SKU01067,175,30.0,Home & Garden
SKU01068,332,12.0,Health
SKU01069,146,15.0,Food
SKU01070,383,20.0,Automotive
SKU01071,82,25.0,Beauty
SKU01072,263,8.0,Food
SKU01073,96,30.0,Beauty
SKU01074,190,12.0,Books
SKU01075,128,15.0,Electronics
SKU01076,177,20.0,Books
SKU01077,78,25.0,Clothing
SKU01078,251,8.0,Books
SKU01079,206,30.0,Food
SKU01080,55,12.0,Toys
SKU01081,367,15.0,Food
SKU01082,482,20.0,Beauty
SKU01083,315,25.0,Health
SKU01084,257,8.0,Health
SKU01085,71,30.0,Books
SKU01086,344,12.0,Clothing
SKU01087,90,15.0,Electronics
SKU01088,133,20.0,Health
SKU01089,358,25.0,Clothing
SKU01090,183,8.0,Toys
SKU01091,122,30.0,Toys
SKU01092,149,12.0,Sports
SKU01093,114,15.0,Clothing
SKU01094,358,20.0,Home & Garden
SKU01095,484,25.0,Automotive
SKU01096,405,8.0,Automotive
SKU01097,498,30.0,Clothing
SKU01098,354,12.0,Health
SKU01099,187,15.0,Toys
SKU01100,155,20.0,Beauty
SKU01101,215,25.0,Automotive
SKU01102,103,8.0,Sports
SKU01103,461,30.0,Home & Garden
SKU01104,459,12.0,Health
SKU01105,92,15.0,Toys
SKU01106,261,20.0,Toys
SKU01107,160,25.0,Books
SKU01108,112,8.0,Sports
SKU01109,348,30.0,Health
SKU01110,252,12.0,Automotive
SKU01111,367,15.0,Beauty
SKU01112,387,20.0,Sports
SKU01113,387,25.0,Automotive
SKU01114,492,8.0,Clothing
SKU01115,436,30.0,Home & Garden
SKU01116,425,12.0,Clothing
SKU01117,258,15.0,Clothing
SKU01118,418,20.0,Beauty
SKU01119,86,25.0,Electronics
SKU01120,236,8.0,Beauty
SKU01121,107,30.0,Automotive
SKU01122,469,12.0,Food
SKU01123,199,15.0,Toys
SKU01124,254,20.0,Books
SKU01125,110,25.0,Toys
SKU01126,256,8.0,Books
SKU01127,471,30.0,Toys
SKU01128,390,12.0,Sports
SKU01129,291,15.0,Toys
SKU01130,133,20.0,Electronics
SKU01131,118,25.0,Clothing
SKU01132,493,8.0,Books
SKU01133,202,30.0,Health
SKU01134,393,12.0,Home & Garden
SKU01135,81,15.0,Home & Garden
SKU01136,159,20.0,Beauty
SKU01137,344,25.0,Health
SKU01138,186,8.0,Food
SKU01139,88,30.0,Books
SKU01140,475,12.0,Health
SKU01141,463,15.0,Electronics
SKU01142,288,20.0,Home & Garden
SKU01143,209,25.0,Automotive
SKU01144,94,8.0,Electronics
SKU01145,183,30.0,Automotive
SKU01146,463,12.0,Books
SKU01147,475,15.0,Sports
SKU01148,164,20.0,Electronics
SKU01149,60,25.0,Books
SKU01150,295,8.0,Toys
SKU01151,431,30.0,Health
SKU01152,224,12.0,Home & Garden
SKU01153,244,15.0,Food
SKU01154,498,20.0,Home & Garden
SKU01155,295,25.0,Beauty
SKU01156,288,8.0,Electronics
SKU01157,366,30.0,Health
SKU01158,66,12.0,Clothing
SKU01159,354,15.0,Electronics
SKU01160,354,20.0,Electronics
SKU01161,66,25.0,Food
SKU01162,256,8.0,Food
SKU01163,331,30.0,Home & Garden
SKU01164,205,12.0,Books
SKU01165,370,15.0,Automotive
SKU01166,413,20.0,Books
SKU01167,388,25.0,Automotive
SKU01168,478,8.0,Beauty
SKU01169,230,30.0,Automotive
SKU01170,484,12.0,Automotive
SKU01171,71,15.0,Home & Garden
SKU01172,384,20.0,Home & Garden
SKU01173,98,25.0,Automotive
SKU01174,382,8.0,Clothing
SKU01175,497,30.0,Automotive
SKU01176,388,12.0,Sports
SKU01177,89,15.0,Clothing
SKU01178,181,20.0,Sports
SKU01179,284,25.0,Home & Garden
SKU01180,397,8.0,Beauty
SKU01181,256,30.0,Sports
SKU01182,185,12.0,Clothing
SKU01183,406,15.0,Clothing
SKU01184,258,20.0,Automotive
SKU01185,93,25.0,Health
SKU01186,432,8.0,Food
SKU01187,491,30.0,Home & Garden
SKU01188,326,12.0,Food
SKU01189,294,15.0,Toys
SKU01190,494,20.0,Food
SKU01191,65,25.0,Health
SKU01192,362,8.0,Toys
SKU01193,143,30.0,Toys
SKU01194,444,12.0,Automotive
SKU01195,227,15.0,Health
SKU01196,195,20.0,Electronics
SKU01197,343,25.0,Home & Garden
SKU01198,271,8.0,Electronics
SKU01199,205,30.0,Home & Garden
SKU01200,460,12.0,Electronics
SKU01201,123,15.0,Books
SKU01202,424,20.0,Sports
SKU01203,77,25.0,Books
SKU01204,112,8.0,Food
SKU01205,145,30.0,Health
SKU01206,169,12.0,Beauty
SKU01207,439,15.0,Toys
SKU01208,281,20.0,Books
SKU01209,307,25.0,Toys
SKU01210,430,8.0,Beauty
SKU01211,189,30.0,Beauty
SKU01212,414,12.0,Beauty
SKU01213,449,15.0,Toys
SKU01214,236,20.0,Health
SKU01215,463,25.0,Electronics
SKU01216,135,8.0,Books
SKU01217,405,30.0,Books
SKU01218,404,12.0,Beauty
SKU01219,388,15.0,Food
SKU01220,78,20.0,Home & Garden
SKU01221,123,25.0,Health
SKU01222,325,8.0,Home & Garden
SKU01223,188,30.0,Automotive
SKU01224,246,12.0,Beauty
SKU01225,100,15.0,Books
SKU01226,295,20.0,Books
SKU01227,458,25.0,Electronics
SKU01228,444,8.0,Clothing
SKU01229,104,30.0,Beauty
SKU01230,477,12.0,Books
SKU01231,108,15.0,Automotive
SKU01232,455,20.0,Home & Garden
SKU01233,376,25.0,Electronics
SKU01234,153,8.0,Toys
SKU01235,258,30.0,Clothing
SKU01236,483,12.0,Food
SKU01237,92,15.0,Beauty
SKU01238,271,20.0,Home & Garden
SKU01239,233,25.0,Clothing
SKU01240,482,8.0,Sports
SKU01241,75,30.0,Beauty
SKU01242,348,12.0,Beauty
SKU01243,78,15.0,Sports
SKU01244,258,20.0,Food
SKU01245,193,25.0,Beauty
SKU01246,94,8.0,Beauty
SKU01247,204,30.0,Home & Garden
SKU01248,228,12.0,Food
SKU01249,313,15.0,Books
SKU01250,429,20.0,Food
SKU01251,482,25.0,Electronics
SKU01252,452,8.0,Home & Garden
SKU01253,120,30.0,Food
SKU01254,99,12.0,Sports
SKU01255,101,15.0,Sports
SKU01256,342,20.0,Books
SKU01257,285,25.0,Beauty
SKU01258,159,8.0,Beauty
SKU01259,109,30.0,Health
SKU01260,98,12.0,Sports
SKU01261,135,15.0,Clothing
SKU01262,215,20.0,Beauty
SKU01263,179,25.0,Food
SKU01264,351,8.0,Books
SKU01265,315,30.0,Beauty
SKU01266,161,12.0,Food
SKU01267,114,15.0,Health
SKU01268,488,20.0,Beauty
SKU01269,327,25.0,Automotive
SKU01270,67,8.0,Beauty
SKU01271,448,30.0,Food
SKU01272,62,12.0,Automotive
SKU01273,197,15.0,Books
SKU01274,381,20.0,Toys
SKU01275,376,25.0,Home & Garden
SKU01276,488,8.0,Food
SKU01277,394,30.0,Beauty
SKU01278,414,12.0,Books
SKU01279,126,15.0,Health
SKU01280,144,20.0,Food
SKU01281,121,25.0,Toys
SKU01282,471,8.0,Books
SKU01283,461,30.0,Toys
SKU01284,145,12.0,Toys
SKU01285,234,15.0,Automotive
SKU01286,436,20.0,Health
SKU01287,336,25.0,Electronics
SKU01288,357,8.0,Books
SKU01289,303,30.0,Automotive
SKU01290,437,12.0,Sports
SKU01291,325,15.0,Health
SKU01292,469,20.0,Electronics
SKU01293,322,25.0,Electronics
SKU01294,223,8.0,Food
SKU01295,160,30.0,Health
SKU01296,238,12.0,Books
SKU01297,295,15.0,Food
SKU01298,408,20.0,Electronics
SKU01299,220,25.0,Clothing
SKU01300,386,8.0,Books
SKU01301,250,30.0,Electronics
SKU01302,433,12.0,Automotive
SKU01303,357,15.0,Books
SKU01304,93,20.0,Electronics
SKU01305,337,25.0,Electronics
SKU01306,441,8.0,Automotive
SKU01307,317,30.0,Automotive
SKU01308,239,12.0,Electronics
SKU01309,400,15.0,Home & Garden
SKU01310,270,20.0,Electronics
SKU01311,456,25.0,Books
SKU01312,151,8.0,Toys
SKU01313,249,30.0,Home & Garden
SKU01314,393,12.0,Home & Garden
SKU01315,112,15.0,Books
SKU01316,322,20.0,Home & Garden
SKU01317,77,25.0,Toys
SKU01318,420,8.0,Clothing
SKU01319,348,30.0,Sports
SKU01320,357,12.0,Sports
SKU01321,132,15.0,Electronics
SKU01322,333,20.0,Home & Garden
SKU01323,345,25.0,Beauty
SKU01324,471,8.0,Health
SKU01325,233,30.0,Beauty
SKU01326,286,12.0,Toys
SKU01327,299,15.0,Beauty
SKU01328,453,20.0,Automotive
SKU01329,260,25.0,Beauty
SKU01330,244,8.0,Health
SKU01331,212,30.0,Home & Garden
SKU01332,93,12.0,Health
SKU01333,389,15.0,Home & Garden
SKU01334,136,20.0,Health
SKU01335,295,25.0,Clothing
SKU01336,436,8.0,Food
SKU01337,165,30.0,Toys
SKU01338,421,12.0,Health
SKU01339,351,15.0,Sports
SKU01340,119,20.0,Electronics
SKU01341,140,25.0,Health
SKU01342,241,8.0,Automotive
SKU01343,394,30.0,Books
SKU01344,241,12.0,Food
SKU01345,360,15.0,Home & Garden
SKU01346,286,20.0,Home & Garden
SKU01347,289,25.0,Sports
SKU01348,356,8.0,Books
SKU01349,139,30.0,Books
SKU01350,497,12.0,Books
SKU01351,233,15.0,Electronics
SKU01352,101,20.0,Food
SKU01353,327,25.0,Toys
SKU01354,370,8.0,Food
SKU01355,475,30.0,Clothing
SKU01356,215,12.0,Electronics
SKU01357,224,15.0,Electronics
SKU01358,194,20.0,Toys
SKU01359,311,25.0,Toys
SKU01360,192,8.0,Beauty
SKU01361,290,30.0,Toys
SKU01362,109,12.0,Electronics
SKU01363,354,15.0,Home & Garden
SKU01364,75,20.0,Toys
SKU01365,439,25.0,Books
SKU01366,291,8.0,Books
SKU01367,298,30.0,Automotive
SKU01368,424,12.0,Health
SKU01369,288,15.0,Clothing
SKU01370,452,20.0,Food
SKU01371,465,25.0,Home & Garden
SKU01372,366,8.0,Home & Garden
SKU01373,114,30.0,Sports
SKU01374,363,12.0,Beauty
SKU01375,345,15.0,Food
SKU01376,395,20.0,Sports
SKU01377,308,25.0,Books
SKU01378,220,8.0,Sports
SKU01379,499,30.0,Sports
SKU01380,335,12.0,Clothing
SKU01381,419,15.0,Beauty
SKU01382,109,20.0,Food
SKU01383,200,25.0,Beauty
SKU01384,171,8.0,Automotive
SKU01385,337,30.0,Toys
SKU01386,161,12.0,Food
SKU01387,348,15.0,Food
SKU01388,386,20.0,Health
SKU01389,465,25.0,Food
SKU01390,340,8.0,Beauty
SKU01391,417,30.0,Health
SKU01392,442,12.0,Home & Garden
SKU01393,274,15.0,Sports
SKU01394,251,20.0,Home & Garden
SKU01395,421,25.0,Toys
SKU01396,286,8.0,Toys
SKU01397,143,30.0,Health
SKU01398,275,12.0,Food
SKU01399,134,15.0,Automotive
SKU01400,440,20.0,Books
SKU01401,103,25.0,Automotive
SKU01402,236,8.0,Automotive
SKU01403,413,30.0,Health
SKU01404,382,12.0,Automotive
SKU01405,364,15.0,Clothing
SKU01406,240,20.0,Books
SKU01407,190,25.0,Food
SKU01408,302,8.0,Clothing
SKU01409,57,30.0,Toys
SKU01410,333,12.0,Home & Garden
SKU01411,200,15.0,Health
SKU01412,173,20.0,Health
SKU01413,277,25.0,Food
SKU01414,155,8.0,Beauty
SKU01415,360,30.0,Beauty
SKU01416,375,12.0,Electronics
SKU01417,455,15.0,Sports
SKU01418,487,20.0,Sports
SKU01419,190,25.0,Books
SKU01420,229,8.0,Health
SKU01421,87,30.0,Books
SKU01422,197,12.0,Sports
SKU01423,387,15.0,Books
SKU01424,327,20.0,Sports
SKU01425,339,25.0,Clothing
SKU01426,155,8.0,Books
SKU01427,196,30.0,Home & Garden
SKU01428,390,12.0,Toys
SKU01429,337,15.0,Sports
SKU01430,179,20.0,Home & Garden
SKU01431,401,25.0,Automotive
SKU01432,156,8.0,Clothing
SKU01433,424,30.0,Books
SKU01434,416,12.0,Clothing
SKU01435,96,15.0,Food
SKU01436,155,20.0,Home & Garden
SKU01437,459,25.0,Home & Garden
SKU01438,220,8.0,Sports
SKU01439,244,30.0,Beauty
SKU01440,499,12.0,Food
SKU01441,231,15.0,Electronics
SKU01442,333,20.0,Food
SKU01443,347,25.0,Electronics
SKU01444,352,8.0,Electronics
SKU01445,234,30.0,Food
SKU01446,90,12.0,Home & Garden
SKU01447,138,15.0,Home & Garden
SKU01448,401,20.0,Electronics
SKU01449,109,25.0,Clothing
SKU01450,173,8.0,Toys
SKU01451,435,30.0,Health
SKU01452,334,12.0,Beauty
SKU01453,389,15.0,Books
SKU01454,159,20.0,Automotive
SKU01455,265,25.0,Automotive
SKU01456,381,8.0,Automotive
SKU01457,85,30.0,Health
SKU01458,255,12.0,Clothing
SKU01459,266,15.0,Clothing
SKU01460,213,20.0,Beauty
SKU01461,244,25.0,Automotive
SKU01462,236,8.0,Books
SKU01463,153,30.0,Beauty
SKU01464,445,12.0,Books
SKU01465,366,15.0,Health
SKU01466,359,20.0,Sports
SKU01467,158,25.0,Sports
SKU01468,402,8.0,Sports
SKU01469,132,30.0,Food
SKU01470,473,12.0,Books
SKU01471,182,15.0,Food
SKU01472,144,20.0,Electronics
SKU01473,374,25.0,Food
SKU01474,261,8.0,Electronics
SKU01475,103,30.0,Clothing
SKU01476,103,12.0,Food
SKU01477,95,15.0,Electronics
SKU01478,486,20.0,Home & Garden
SKU01479,462,25.0,Beauty
SKU01480,78,8.0,Books
SKU01481,237,30.0,Automotive
SKU01482,122,12.0,Books
SKU01483,151,15.0,Food
SKU01484,446,20.0,Food
SKU01485,160,25.0,Toys
SKU01486,260,8.0,Home & Garden
SKU01487,395,30.0,Electronics
SKU01488,126,12.0,Toys
SKU01489,489,15.0,Electronics
SKU01490,317,20.0,Sports
SKU01491,203,25.0,Sports
SKU01492,343,8.0,Automotive
SKU01493,497,30.0,Books
SKU01494,269,12.0,Beauty
SKU01495,101,15.0,Home & Garden
SKU01496,316,20.0,Automotive
SKU01497,445,25.0,Food
SKU01498,476,8.0,Food
SKU01499,95,30.0,Toys
SKU01500,138,12.0,Toys
SKU01501,124,15.0,Health
SKU01502,415,20.0,Beauty
SKU01503,328,25.0,Beauty
SKU01504,75,8.0,Sports
SKU01505,402,30.0,Home & Garden
SKU01506,397,12.0,Beauty
SKU01507,142,15.0,Toys
SKU01508,407,20.0,Sports
SKU01509,295,25.0,Health
SKU01510,327,8.0,Food
SKU01511,379,30.0,Automotive
SKU01512,430,12.0,Home & Garden
SKU01513,210,15.0,Home & Garden
SKU01514,467,20.0,Sports
SKU01515,476,25.0,Beauty
SKU01516,120,8.0,Books
SKU01517,340,30.0,Toys
SKU01518,483,12.0,Food
SKU01519,383,15.0,Automotive
SKU01520,300,20.0,Clothing
SKU01521,66,25.0,Electronics
SKU01522,88,8.0,Sports
SKU01523,157,30.0,Health
SKU01524,139,12.0,Clothing
SKU01525,432,15.0,Beauty
SKU01526,119,20.0,Automotive
SKU01527,135,25.0,Home & Garden
SKU01528,144,8.0,Sports
SKU01529,82,30.0,Health
SKU01530,167,12.0,Toys
SKU01531,442,15.0,Sports
SKU01532,210,20.0,Food
SKU01533,307,25.0,Health
SKU01534,487,8.0,Toys
SKU01535,220,30.0,Home & Garden
SKU01536,235,12.0,Books
SKU01537,117,15.0,Health
SKU01538,499,20.0,Food
SKU01539,74,25.0,Food
SKU01540,300,8.0,Books
SKU01541,273,30.0,Books
SKU01542,314,12.0,Food
SKU01543,264,15.0,Books
SKU01544,492,20.0,Health
SKU01545,427,25.0,Sports
SKU01546,172,8.0,Toys
SKU01547,397,30.0,Health
SKU01548,445,12.0,Food
SKU01549,441,15.0,Food
SKU01550,437,20.0,Food
SKU01551,94,25.0,Toys
SKU01552,382,8.0,Health
SKU01553,383,30.0,Food
SKU01554,376,12.0,Home & Garden
SKU01555,457,15.0,Home & Garden
SKU01556,257,20.0,Home & Garden
SKU01557,61,25.0,Health
SKU01558,203,8.0,Books
SKU01559,426,30.0,Home & Garden
SKU01560,476,12.0,Books
SKU01561,190,15.0,Toys
SKU01562,493,20.0,Electronics
SKU01563,105,25.0,Beauty
SKU01564,351,8.0,Automotive
SKU01565,441,30.0,Automotive
SKU01566,143,12.0,Toys
SKU01567,197,15.0,Clothing
SKU01568,350,20.0,Clothing
SKU01569,252,25.0,Home & Garden
SKU01570,75,8.0,Automotive
SKU01571,477,30.0,Electronics
SKU01572,100,12.0,Home & Garden
SKU01573,489,15.0,Beauty
SKU01574,269,20.0,Books
SKU01575,452,25.0,Clothing
SKU01576,302,8.0,Clothing
SKU01577,148,30.0,Clothing
SKU01578,129,12.0,Home & Garden
SKU01579,199,15.0,Toys
SKU01580,222,20.0,Electronics
SKU01581,263,25.0,Food
SKU01582,114,8.0,Food
SKU01583,392,30.0,Electronics
SKU01584,401,12.0,Electronics
SKU01585,392,15.0,Home & Garden
SKU01586,362,20.0,Food
SKU01587,477,25.0,Home & Garden
SKU01588,217,8.0,Food
SKU01589,99,30.0,Beauty
SKU01590,396,12.0,Toys
SKU01591,336,15.0,Food
SKU01592,161,20.0,Clothing
SKU01593,150,25.0,Automotive
SKU01594,474,8.0,Clothing
SKU01595,346,30.0,Home & Garden
SKU01596,439,12.0,Sports
SKU01597,371,15.0,Books
SKU01598,68,20.0,Health
SKU01599,239,25.0,Electronics
SKU01600,478,8.0,Books
SKU01601,275,30.0,Clothing
SKU01602,260,12.0,Toys
SKU01603,91,15.0,Toys
SKU01604,385,20.0,Beauty
SKU01605,394,25.0,Electronics
SKU01606,171,8.0,Electronics
SKU01607,88,30.0,Home & Garden
SKU01608,79,12.0,Electronics
SKU01609,53,15.0,Automotive
SKU01610,158,20.0,Food
SKU01611,258,25.0,Home & Garden
SKU01612,118,8.0,Electronics
SKU01613,160,30.0,Food
SKU01614,158,12.0,Toys
SKU01615,116,15.0,Automotive
SKU01616,148,20.0,Health
SKU01617,317,25.0,Clothing
SKU01618,248,8.0,Automotive
SKU01619,109,30.0,Beauty
SKU01620,369,12.0,Sports
SKU01621,255,15.0,Automotive
SKU01622,272,20.0,Sports
SKU01623,285,25.0,Sports
SKU01624,202,8.0,Automotive
SKU01625,244,30.0,Automotive
SKU01626,374,12.0,Books
SKU01627,493,15.0,Beauty
SKU01628,64,20.0,Beauty
SKU01629,232,25.0,Toys
SKU01630,79,8.0,Beauty
SKU01631,160,30.0,Health
SKU01632,322,12.0,Automotive
SKU01633,59,15.0,Food
SKU01634,55,20.0,Health
SKU01635,334,25.0,Toys
SKU01636,201,8.0,Toys
SKU01637,436,30.0,Toys
SKU01638,127,12.0,Beauty
SKU01639,70,15.0,Food
SKU01640,377,20.0,Home & Garden
SKU01641,376,25.0,Home & Garden
SKU01642,240,8.0,Toys
SKU01643,84,30.0,Sports
SKU01644,332,12.0,Food
SKU01645,136,15.0,Automotive
SKU01646,422,20.0,Toys
SKU01647,214,25.0,Electronics
SKU01648,438,8.0,Home & Garden
SKU01649,495,30.0,Toys
SKU01650,496,12.0,Books
SKU01651,165,15.0,Beauty
SKU01652,255,20.0,Toys
SKU01653,320,25.0,Electronics
SKU01654,128,8.0,Toys
SKU01655,465,30.0,Toys
SKU01656,50,12.0,Electronics
SKU01657,241,15.0,Food
SKU01658,441,20.0,Books
SKU01659,258,25.0,Books
SKU01660,143,8.0,Home & Garden
SKU01661,294,30.0,Home & Garden
SKU01662,355,12.0,Sports
SKU01663,179,15.0,Electronics
SKU01664,399,20.0,Clothing
SKU01665,118,25.0,Toys
SKU01666,250,8.0,Food
SKU01667,371,30.0,Automotive
SKU01668,263,12.0,Sports
SKU01669,206,15.0,Automotive
SKU01670,376,20.0,Food
SKU01671,265,25.0,Automotive
SKU01672,220,8.0,Toys
SKU01673,155,30.0,Automotive
SKU01674,119,12.0,Books
SKU01675,162,15.0,Books
SKU01676,231,20.0,Electronics
SKU01677,344,25.0,Food
SKU01678,456,8.0,Clothing
SKU01679,299,30.0,Automotive
SKU01680,372,12.0,Home & Garden
SKU01681,155,15.0,Books
SKU01682,242,20.0,Sports
SKU01683,419,25.0,Clothing
SKU01684,300,8.0,Electronics
SKU01685,233,30.0,Electronics
SKU01686,460,12.0,Clothing
SKU01687,231,15.0,Electronics
SKU01688,234,20.0,Sports
SKU01689,335,25.0,Clothing
SKU01690,474,8.0,Beauty
SKU01691,80,30.0,Toys
SKU01692,343,12.0,Food
SKU01693,327,15.0,Clothing
SKU01694,106,20.0,Health
SKU01695,163,25.0,Food
SKU01696,470,8.0,Beauty
SKU01697,268,30.0,Sports
SKU01698,428,12.0,Books
SKU01699,75,15.0,Health
SKU01700,220,20.0,Sports
SKU01701,72,25.0,Electronics
SKU01702,351,8.0,Food
SKU01703,51,30.0,Food
