SKU,Current_Stock,Forecast,Stockout_Risk,Overstock_Risk,Risk_Score,Recommendation,Category
SKU00444,215,12.0,None,High,75,Markdown/Clear,Books
SKU00445,368,15.0,None,High,75,Markdown/Clear,Sports
SKU00446,393,20.0,None,High,75,Markdown/Clear,Food
SKU00447,254,25.0,None,High,75,Markdown/Clear,Sports
SKU00448,323,8.0,None,High,75,Markdown/Clear,Toys
SKU00449,81,30.0,None,High,75,Markdown/Clear,Beauty
SKU00450,151,12.0,None,High,75,Markdown/Clear,Electronics
SKU00451,263,15.0,None,High,75,Markdown/Clear,Clothing
SKU00452,450,20.0,None,High,75,Markdown/Clear,Automotive
SKU00453,209,25.0,None,High,75,Markdown/Clear,Beauty
SKU00454,210,8.0,None,High,75,Markdown/Clear,Automotive
SKU00455,291,30.0,None,High,75,Markdown/Clear,Toys
SKU00456,282,12.0,None,High,75,Markdown/Clear,Health
SKU00457,455,15.0,None,High,75,Markdown/Clear,Electronics
SKU00458,171,20.0,None,High,75,Markdown/Clear,Electronics
SKU00459,354,25.0,None,High,75,Markdown/Clear,Food
SKU00460,58,8.0,None,High,75,Markdown/Clear,Health
SKU00461,90,30.0,None,High,75,Markdown/Clear,Food
SKU00462,397,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00463,160,15.0,None,High,75,Markdown/Clear,Automotive
SKU00464,439,20.0,None,High,75,Markdown/Clear,Clothing
SKU00465,432,25.0,None,High,75,Markdown/Clear,Sports
SKU00466,411,8.0,None,High,75,Markdown/Clear,Food
SKU00467,136,30.0,None,High,75,Markdown/Clear,Toys
SKU00468,292,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00469,441,15.0,None,High,75,Markdown/Clear,Clothing
SKU00470,232,20.0,None,High,75,Markdown/Clear,Automotive
SKU00471,131,25.0,None,High,75,Markdown/Clear,Food
SKU00472,86,8.0,None,High,75,Markdown/Clear,Food
SKU00473,180,30.0,None,High,75,Markdown/Clear,Clothing
SKU00474,494,12.0,None,High,75,Markdown/Clear,Books
SKU00475,256,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU00476,399,20.0,None,High,75,Markdown/Clear,Toys
SKU00477,73,25.0,None,High,75,Markdown/Clear,Electronics
SKU00478,269,8.0,None,High,75,Markdown/Clear,Beauty
SKU00479,226,30.0,None,High,75,Markdown/Clear,Sports
SKU00480,299,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00481,384,15.0,None,High,75,Markdown/Clear,Books
SKU00482,344,20.0,None,High,75,Markdown/Clear,Clothing
SKU00483,295,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU00484,89,8.0,None,High,75,Markdown/Clear,Home & Garden
SKU00485,57,30.0,Low,High,75,Watch,Electronics
SKU00486,477,12.0,None,High,75,Markdown/Clear,Food
SKU00487,374,15.0,None,High,75,Markdown/Clear,Clothing
SKU00488,365,20.0,None,High,75,Markdown/Clear,Automotive
SKU00489,280,25.0,None,High,75,Markdown/Clear,Beauty
SKU00490,115,8.0,None,High,75,Markdown/Clear,Food
SKU00491,498,30.0,None,High,75,Markdown/Clear,Automotive
SKU00492,350,12.0,None,High,75,Markdown/Clear,Books
SKU00493,244,15.0,None,High,75,Markdown/Clear,Beauty
SKU00494,381,20.0,None,High,75,Markdown/Clear,Health
SKU00495,182,25.0,None,High,75,Markdown/Clear,Health
SKU00496,50,8.0,None,High,75,Markdown/Clear,Automotive
SKU00497,170,30.0,None,High,75,Markdown/Clear,Electronics
SKU00498,354,12.0,None,High,75,Markdown/Clear,Automotive
SKU00499,416,15.0,None,High,75,Markdown/Clear,Books
SKU00500,453,20.0,None,High,75,Markdown/Clear,Beauty
SKU00501,69,25.0,None,High,75,Markdown/Clear,Sports
SKU00502,247,8.0,None,High,75,Markdown/Clear,Books
SKU00503,228,30.0,None,High,75,Markdown/Clear,Food
SKU00504,230,12.0,None,High,75,Markdown/Clear,Books
SKU00505,175,15.0,None,High,75,Markdown/Clear,Health
SKU00506,334,20.0,None,High,75,Markdown/Clear,Clothing
SKU00507,476,25.0,None,High,75,Markdown/Clear,Food
SKU00508,343,8.0,None,High,75,Markdown/Clear,Clothing
SKU00509,357,30.0,None,High,75,Markdown/Clear,Food
SKU00510,390,12.0,None,High,75,Markdown/Clear,Clothing
SKU00511,206,15.0,None,High,75,Markdown/Clear,Clothing
SKU00512,135,20.0,None,High,75,Markdown/Clear,Toys
SKU00513,360,25.0,None,High,75,Markdown/Clear,Clothing
SKU00514,163,8.0,None,High,75,Markdown/Clear,Health
SKU00515,185,30.0,None,High,75,Markdown/Clear,Health
SKU00516,338,12.0,None,High,75,Markdown/Clear,Beauty
SKU00517,191,15.0,None,High,75,Markdown/Clear,Electronics
SKU00518,269,20.0,None,High,75,Markdown/Clear,Books
SKU00519,112,25.0,None,High,75,Markdown/Clear,Clothing
SKU00520,138,8.0,None,High,75,Markdown/Clear,Automotive
SKU00521,373,30.0,None,High,75,Markdown/Clear,Automotive
SKU00522,151,12.0,None,High,75,Markdown/Clear,Sports
SKU00523,328,15.0,None,High,75,Markdown/Clear,Sports
SKU00524,393,20.0,None,High,75,Markdown/Clear,Clothing
SKU00525,114,25.0,None,High,75,Markdown/Clear,Electronics
SKU00526,454,8.0,None,High,75,Markdown/Clear,Automotive
SKU00527,354,30.0,None,High,75,Markdown/Clear,Health
SKU00528,477,12.0,None,High,75,Markdown/Clear,Automotive
SKU00529,479,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU00530,377,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00531,461,25.0,None,High,75,Markdown/Clear,Clothing
SKU00532,61,8.0,None,High,75,Markdown/Clear,Health
SKU00533,342,30.0,None,High,75,Markdown/Clear,Books
SKU00534,92,12.0,None,High,75,Markdown/Clear,Books
SKU00535,351,15.0,None,High,75,Markdown/Clear,Sports
SKU00536,156,20.0,None,High,75,Markdown/Clear,Toys
SKU00537,330,25.0,None,High,75,Markdown/Clear,Books
SKU00538,320,8.0,None,High,75,Markdown/Clear,Books
SKU00539,324,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00540,76,12.0,None,High,75,Markdown/Clear,Toys
SKU00541,193,15.0,None,High,75,Markdown/Clear,Sports
SKU00542,482,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00543,400,25.0,None,High,75,Markdown/Clear,Clothing
SKU00544,208,8.0,None,High,75,Markdown/Clear,Health
SKU00545,494,30.0,None,High,75,Markdown/Clear,Health
SKU00546,133,12.0,None,High,75,Markdown/Clear,Beauty
SKU00547,359,15.0,None,High,75,Markdown/Clear,Beauty
SKU00548,411,20.0,None,High,75,Markdown/Clear,Food
SKU00549,424,25.0,None,High,75,Markdown/Clear,Health
SKU00550,263,8.0,None,High,75,Markdown/Clear,Toys
SKU00551,58,30.0,Low,High,75,Watch,Automotive
SKU00552,121,12.0,None,High,75,Markdown/Clear,Beauty
SKU00553,396,15.0,None,High,75,Markdown/Clear,Beauty
SKU00554,201,20.0,None,High,75,Markdown/Clear,Books
SKU00555,216,25.0,None,High,75,Markdown/Clear,Sports
SKU00556,452,8.0,None,High,75,Markdown/Clear,Clothing
SKU00557,291,30.0,None,High,75,Markdown/Clear,Food
SKU00558,168,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00559,481,15.0,None,High,75,Markdown/Clear,Books
SKU00560,60,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00561,303,25.0,None,High,75,Markdown/Clear,Health
SKU00562,340,8.0,None,High,75,Markdown/Clear,Automotive
SKU00563,372,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00564,474,12.0,None,High,75,Markdown/Clear,Health
SKU00565,237,15.0,None,High,75,Markdown/Clear,Electronics
SKU00566,267,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00567,281,25.0,None,High,75,Markdown/Clear,Food
SKU00568,122,8.0,None,High,75,Markdown/Clear,Books
SKU00569,474,30.0,None,High,75,Markdown/Clear,Beauty
SKU00570,179,12.0,None,High,75,Markdown/Clear,Food
SKU00571,76,15.0,None,High,75,Markdown/Clear,Clothing
SKU00572,279,20.0,None,High,75,Markdown/Clear,Books
SKU00573,349,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU00574,179,8.0,None,High,75,Markdown/Clear,Home & Garden
SKU00575,403,30.0,None,High,75,Markdown/Clear,Clothing
SKU00576,199,12.0,None,High,75,Markdown/Clear,Food
SKU00577,382,15.0,None,High,75,Markdown/Clear,Health
SKU00578,257,20.0,None,High,75,Markdown/Clear,Automotive
SKU00579,449,25.0,None,High,75,Markdown/Clear,Automotive
SKU00580,445,8.0,None,High,75,Markdown/Clear,Beauty
SKU00581,193,30.0,None,High,75,Markdown/Clear,Food
SKU00582,409,12.0,None,High,75,Markdown/Clear,Books
SKU00583,198,15.0,None,High,75,Markdown/Clear,Electronics
SKU00584,280,20.0,None,High,75,Markdown/Clear,Toys
SKU00585,87,25.0,None,High,75,Markdown/Clear,Electronics
SKU00586,163,8.0,None,High,75,Markdown/Clear,Sports
SKU00587,298,30.0,None,High,75,Markdown/Clear,Electronics
SKU00588,229,12.0,None,High,75,Markdown/Clear,Automotive
SKU00589,245,15.0,None,High,75,Markdown/Clear,Automotive
SKU00590,468,20.0,None,High,75,Markdown/Clear,Food
SKU00591,391,25.0,None,High,75,Markdown/Clear,Toys
SKU00592,288,8.0,None,High,75,Markdown/Clear,Toys
SKU00593,131,30.0,None,High,75,Markdown/Clear,Electronics
SKU00594,265,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00595,385,15.0,None,High,75,Markdown/Clear,Toys
SKU00596,122,20.0,None,High,75,Markdown/Clear,Automotive
SKU00597,115,25.0,None,High,75,Markdown/Clear,Clothing
SKU00598,255,8.0,None,High,75,Markdown/Clear,Clothing
SKU00599,74,30.0,None,High,75,Markdown/Clear,Automotive
SKU00600,338,12.0,None,High,75,Markdown/Clear,Electronics
SKU00601,287,15.0,None,High,75,Markdown/Clear,Sports
SKU00602,439,20.0,None,High,75,Markdown/Clear,Automotive
SKU00603,454,25.0,None,High,75,Markdown/Clear,Books
SKU00604,128,8.0,None,High,75,Markdown/Clear,Sports
SKU00605,365,30.0,None,High,75,Markdown/Clear,Sports
SKU00606,398,12.0,None,High,75,Markdown/Clear,Toys
SKU00607,200,15.0,None,High,75,Markdown/Clear,Clothing
SKU00608,467,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00609,431,25.0,None,High,75,Markdown/Clear,Automotive
SKU00610,105,8.0,None,High,75,Markdown/Clear,Beauty
SKU00611,148,30.0,None,High,75,Markdown/Clear,Automotive
SKU00612,239,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00613,309,15.0,None,High,75,Markdown/Clear,Electronics
SKU00614,270,20.0,None,High,75,Markdown/Clear,Electronics
SKU00615,280,25.0,None,High,75,Markdown/Clear,Sports
SKU00616,111,8.0,None,High,75,Markdown/Clear,Clothing
SKU00617,141,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00618,232,12.0,None,High,75,Markdown/Clear,Food
SKU00619,295,15.0,None,High,75,Markdown/Clear,Food
SKU00620,363,20.0,None,High,75,Markdown/Clear,Toys
SKU00621,62,25.0,None,High,75,Markdown/Clear,Food
SKU00622,387,8.0,None,High,75,Markdown/Clear,Electronics
SKU00623,444,30.0,None,High,75,Markdown/Clear,Books
SKU00624,305,12.0,None,High,75,Markdown/Clear,Sports
SKU00625,245,15.0,None,High,75,Markdown/Clear,Books
SKU00626,462,20.0,None,High,75,Markdown/Clear,Health
SKU00627,91,25.0,None,High,75,Markdown/Clear,Clothing
SKU00628,66,8.0,None,High,75,Markdown/Clear,Sports
SKU00629,179,30.0,None,High,75,Markdown/Clear,Health
SKU00630,291,12.0,None,High,75,Markdown/Clear,Electronics
SKU00631,333,15.0,None,High,75,Markdown/Clear,Clothing
SKU00632,313,20.0,None,High,75,Markdown/Clear,Health
SKU00633,128,25.0,None,High,75,Markdown/Clear,Beauty
SKU00634,118,8.0,None,High,75,Markdown/Clear,Clothing
SKU00635,382,30.0,None,High,75,Markdown/Clear,Electronics
SKU00636,434,12.0,None,High,75,Markdown/Clear,Beauty
SKU00637,66,15.0,None,High,75,Markdown/Clear,Electronics
SKU00638,281,20.0,None,High,75,Markdown/Clear,Beauty
SKU00639,485,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU00640,77,8.0,None,High,75,Markdown/Clear,Books
SKU00641,310,30.0,None,High,75,Markdown/Clear,Sports
SKU00642,369,12.0,None,High,75,Markdown/Clear,Food
SKU00643,305,15.0,None,High,75,Markdown/Clear,Health
SKU00644,483,20.0,None,High,75,Markdown/Clear,Beauty
SKU00645,431,25.0,None,High,75,Markdown/Clear,Electronics
SKU00646,266,8.0,None,High,75,Markdown/Clear,Automotive
SKU00647,198,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00648,423,12.0,None,High,75,Markdown/Clear,Automotive
SKU00649,400,15.0,None,High,75,Markdown/Clear,Clothing
SKU00650,59,20.0,None,High,75,Markdown/Clear,Beauty
SKU00651,451,25.0,None,High,75,Markdown/Clear,Clothing
SKU00652,364,8.0,None,High,75,Markdown/Clear,Beauty
SKU00653,463,30.0,None,High,75,Markdown/Clear,Beauty
SKU00654,337,12.0,None,High,75,Markdown/Clear,Automotive
SKU00655,171,15.0,None,High,75,Markdown/Clear,Sports
SKU00656,317,20.0,None,High,75,Markdown/Clear,Electronics
SKU00657,446,25.0,None,High,75,Markdown/Clear,Food
SKU00658,409,8.0,None,High,75,Markdown/Clear,Clothing
SKU00659,284,30.0,None,High,75,Markdown/Clear,Beauty
SKU00660,318,12.0,None,High,75,Markdown/Clear,Food
SKU00661,262,15.0,None,High,75,Markdown/Clear,Toys
SKU00662,99,20.0,None,High,75,Markdown/Clear,Clothing
SKU00663,137,25.0,None,High,75,Markdown/Clear,Sports
SKU00664,470,8.0,None,High,75,Markdown/Clear,Home & Garden
SKU00665,52,30.0,Low,High,75,Watch,Toys
SKU00666,72,12.0,None,High,75,Markdown/Clear,Beauty
SKU00667,177,15.0,None,High,75,Markdown/Clear,Food
SKU00668,193,20.0,None,High,75,Markdown/Clear,Automotive
SKU00669,52,25.0,None,High,75,Markdown/Clear,Health
SKU00670,411,8.0,None,High,75,Markdown/Clear,Books
SKU00671,454,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00672,115,12.0,None,High,75,Markdown/Clear,Automotive
SKU00673,135,15.0,None,High,75,Markdown/Clear,Food
SKU00674,61,20.0,None,High,75,Markdown/Clear,Automotive
SKU00675,486,25.0,None,High,75,Markdown/Clear,Health
SKU00676,292,8.0,None,High,75,Markdown/Clear,Automotive
SKU00677,361,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00678,181,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00679,73,15.0,None,High,75,Markdown/Clear,Sports
SKU00680,279,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00681,251,25.0,None,High,75,Markdown/Clear,Toys
SKU00682,106,8.0,None,High,75,Markdown/Clear,Toys
SKU00683,168,30.0,None,High,75,Markdown/Clear,Sports
SKU00684,52,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00685,104,15.0,None,High,75,Markdown/Clear,Food
SKU00686,211,20.0,None,High,75,Markdown/Clear,Beauty
SKU00687,208,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU00688,368,8.0,None,High,75,Markdown/Clear,Toys
SKU00689,158,30.0,None,High,75,Markdown/Clear,Health
SKU00690,405,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00691,222,15.0,None,High,75,Markdown/Clear,Food
SKU00692,195,20.0,None,High,75,Markdown/Clear,Sports
SKU00693,362,25.0,None,High,75,Markdown/Clear,Automotive
SKU00694,247,8.0,None,High,75,Markdown/Clear,Electronics
SKU00695,448,30.0,None,High,75,Markdown/Clear,Toys
SKU00696,139,12.0,None,High,75,Markdown/Clear,Food
SKU00697,187,15.0,None,High,75,Markdown/Clear,Automotive
SKU00698,386,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00699,475,25.0,None,High,75,Markdown/Clear,Toys
SKU00700,398,8.0,None,High,75,Markdown/Clear,Home & Garden
SKU00701,454,30.0,None,High,75,Markdown/Clear,Health
SKU00702,139,12.0,None,High,75,Markdown/Clear,Books
SKU00703,468,15.0,None,High,75,Markdown/Clear,Books
SKU00704,149,20.0,None,High,75,Markdown/Clear,Food
SKU00705,223,25.0,None,High,75,Markdown/Clear,Beauty
SKU00706,133,8.0,None,High,75,Markdown/Clear,Toys
SKU00707,262,30.0,None,High,75,Markdown/Clear,Automotive
SKU00708,391,12.0,None,High,75,Markdown/Clear,Sports
SKU00709,488,15.0,None,High,75,Markdown/Clear,Health
SKU00710,385,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00711,93,25.0,None,High,75,Markdown/Clear,Health
SKU00712,156,8.0,None,High,75,Markdown/Clear,Health
SKU00713,70,30.0,None,High,75,Markdown/Clear,Automotive
SKU00714,56,12.0,None,High,75,Markdown/Clear,Sports
SKU00715,297,15.0,None,High,75,Markdown/Clear,Books
SKU00716,481,20.0,None,High,75,Markdown/Clear,Food
SKU00717,203,25.0,None,High,75,Markdown/Clear,Beauty
SKU00718,363,8.0,None,High,75,Markdown/Clear,Food
SKU00719,180,30.0,None,High,75,Markdown/Clear,Beauty
SKU00720,354,12.0,None,High,75,Markdown/Clear,Health
SKU00721,494,15.0,None,High,75,Markdown/Clear,Food
SKU00722,166,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00723,130,25.0,None,High,75,Markdown/Clear,Automotive
SKU00724,491,8.0,None,High,75,Markdown/Clear,Books
SKU00725,135,30.0,None,High,75,Markdown/Clear,Food
SKU00726,247,12.0,None,High,75,Markdown/Clear,Beauty
SKU00727,51,15.0,None,High,75,Markdown/Clear,Health
SKU00728,379,20.0,None,High,75,Markdown/Clear,Electronics
SKU00729,135,25.0,None,High,75,Markdown/Clear,Toys
SKU00730,343,8.0,None,High,75,Markdown/Clear,Books
SKU00731,148,30.0,None,High,75,Markdown/Clear,Clothing
SKU00732,98,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00733,69,15.0,None,High,75,Markdown/Clear,Beauty
SKU00734,425,20.0,None,High,75,Markdown/Clear,Health
SKU00735,460,25.0,None,High,75,Markdown/Clear,Electronics
SKU00736,75,8.0,None,High,75,Markdown/Clear,Sports
SKU00737,297,30.0,None,High,75,Markdown/Clear,Sports
SKU00738,146,12.0,None,High,75,Markdown/Clear,Books
SKU00739,216,15.0,None,High,75,Markdown/Clear,Automotive
SKU00740,476,20.0,None,High,75,Markdown/Clear,Electronics
SKU00741,316,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU00742,457,8.0,None,High,75,Markdown/Clear,Sports
SKU00743,134,30.0,None,High,75,Markdown/Clear,Food
SKU00744,96,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00745,365,15.0,None,High,75,Markdown/Clear,Health
SKU00746,435,20.0,None,High,75,Markdown/Clear,Automotive
SKU00747,332,25.0,None,High,75,Markdown/Clear,Food
SKU00748,269,8.0,None,High,75,Markdown/Clear,Beauty
SKU00749,150,30.0,None,High,75,Markdown/Clear,Toys
SKU00750,415,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00751,444,15.0,None,High,75,Markdown/Clear,Beauty
SKU00752,178,20.0,None,High,75,Markdown/Clear,Food
SKU00753,207,25.0,None,High,75,Markdown/Clear,Books
SKU00754,461,8.0,None,High,75,Markdown/Clear,Toys
SKU00755,374,30.0,None,High,75,Markdown/Clear,Food
SKU00756,330,12.0,None,High,75,Markdown/Clear,Food
SKU00757,431,15.0,None,High,75,Markdown/Clear,Clothing
SKU00758,314,20.0,None,High,75,Markdown/Clear,Food
SKU00759,477,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU00760,413,8.0,None,High,75,Markdown/Clear,Clothing
SKU00761,125,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00762,205,12.0,None,High,75,Markdown/Clear,Sports
SKU00763,229,15.0,None,High,75,Markdown/Clear,Automotive
SKU00764,480,20.0,None,High,75,Markdown/Clear,Automotive
SKU00765,328,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU00766,374,8.0,None,High,75,Markdown/Clear,Books
SKU00767,338,30.0,None,High,75,Markdown/Clear,Electronics
SKU00768,473,12.0,None,High,75,Markdown/Clear,Automotive
SKU00769,250,15.0,None,High,75,Markdown/Clear,Automotive
SKU00770,116,20.0,None,High,75,Markdown/Clear,Electronics
SKU00771,352,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU00772,166,8.0,None,High,75,Markdown/Clear,Clothing
SKU00773,450,30.0,None,High,75,Markdown/Clear,Food
SKU00774,300,12.0,None,High,75,Markdown/Clear,Electronics
SKU00775,140,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU00776,87,20.0,None,High,75,Markdown/Clear,Toys
SKU00777,84,25.0,None,High,75,Markdown/Clear,Automotive
SKU00778,473,8.0,None,High,75,Markdown/Clear,Sports
SKU00779,481,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00780,475,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00781,222,15.0,None,High,75,Markdown/Clear,Food
SKU00782,480,20.0,None,High,75,Markdown/Clear,Toys
SKU00783,486,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU00784,335,8.0,None,High,75,Markdown/Clear,Sports
SKU00785,138,30.0,None,High,75,Markdown/Clear,Health
SKU00786,276,12.0,None,High,75,Markdown/Clear,Automotive
SKU00787,117,15.0,None,High,75,Markdown/Clear,Health
SKU00788,410,20.0,None,High,75,Markdown/Clear,Food
SKU00789,65,25.0,None,High,75,Markdown/Clear,Food
SKU00790,207,8.0,None,High,75,Markdown/Clear,Sports
SKU00791,113,30.0,None,High,75,Markdown/Clear,Sports
SKU00792,374,12.0,None,High,75,Markdown/Clear,Electronics
SKU00793,221,15.0,None,High,75,Markdown/Clear,Books
SKU00794,442,20.0,None,High,75,Markdown/Clear,Automotive
SKU00795,57,25.0,None,High,75,Markdown/Clear,Beauty
SKU00796,473,8.0,None,High,75,Markdown/Clear,Toys
SKU00797,96,30.0,None,High,75,Markdown/Clear,Food
SKU00798,75,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00799,356,15.0,None,High,75,Markdown/Clear,Books
SKU00800,228,20.0,None,High,75,Markdown/Clear,Sports
SKU00801,309,25.0,None,High,75,Markdown/Clear,Books
SKU00802,211,8.0,None,High,75,Markdown/Clear,Sports
SKU00803,121,30.0,None,High,75,Markdown/Clear,Electronics
SKU00804,263,12.0,None,High,75,Markdown/Clear,Beauty
SKU00805,110,15.0,None,High,75,Markdown/Clear,Automotive
SKU00806,185,20.0,None,High,75,Markdown/Clear,Toys
SKU00807,490,25.0,None,High,75,Markdown/Clear,Sports
SKU00808,191,8.0,None,High,75,Markdown/Clear,Food
SKU00809,226,30.0,None,High,75,Markdown/Clear,Toys
SKU00810,351,12.0,None,High,75,Markdown/Clear,Clothing
SKU00811,453,15.0,None,High,75,Markdown/Clear,Automotive
SKU00812,390,20.0,None,High,75,Markdown/Clear,Toys
SKU00813,431,25.0,None,High,75,Markdown/Clear,Toys
SKU00814,354,8.0,None,High,75,Markdown/Clear,Health
SKU00815,356,30.0,None,High,75,Markdown/Clear,Electronics
SKU00816,90,12.0,None,High,75,Markdown/Clear,Sports
SKU00817,444,15.0,None,High,75,Markdown/Clear,Toys
SKU00818,157,20.0,None,High,75,Markdown/Clear,Beauty
SKU00819,158,25.0,None,High,75,Markdown/Clear,Health
SKU00820,139,8.0,None,High,75,Markdown/Clear,Health
SKU00821,57,30.0,Low,High,75,Watch,Automotive
SKU00822,392,12.0,None,High,75,Markdown/Clear,Electronics
SKU00823,224,15.0,None,High,75,Markdown/Clear,Food
SKU00824,499,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00825,131,25.0,None,High,75,Markdown/Clear,Electronics
SKU00826,90,8.0,None,High,75,Markdown/Clear,Beauty
SKU00827,334,30.0,None,High,75,Markdown/Clear,Electronics
SKU00828,380,12.0,None,High,75,Markdown/Clear,Health
SKU00829,259,15.0,None,High,75,Markdown/Clear,Food
SKU00830,77,20.0,None,High,75,Markdown/Clear,Electronics
SKU00831,204,25.0,None,High,75,Markdown/Clear,Clothing
SKU00832,449,8.0,None,High,75,Markdown/Clear,Sports
SKU00833,130,30.0,None,High,75,Markdown/Clear,Beauty
SKU00834,360,12.0,None,High,75,Markdown/Clear,Health
SKU00835,98,15.0,None,High,75,Markdown/Clear,Clothing
SKU00836,457,20.0,None,High,75,Markdown/Clear,Clothing
SKU00837,156,25.0,None,High,75,Markdown/Clear,Clothing
SKU00838,424,8.0,None,High,75,Markdown/Clear,Food
SKU00839,237,30.0,None,High,75,Markdown/Clear,Books
SKU00840,205,12.0,None,High,75,Markdown/Clear,Beauty
SKU00841,72,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU00842,167,20.0,None,High,75,Markdown/Clear,Health
SKU00843,216,25.0,None,High,75,Markdown/Clear,Automotive
SKU00844,470,8.0,None,High,75,Markdown/Clear,Books
SKU00845,105,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU00846,197,12.0,None,High,75,Markdown/Clear,Toys
SKU00847,451,15.0,None,High,75,Markdown/Clear,Clothing
SKU00848,175,20.0,None,High,75,Markdown/Clear,Automotive
SKU00849,113,25.0,None,High,75,Markdown/Clear,Health
SKU00850,225,8.0,None,High,75,Markdown/Clear,Electronics
SKU00851,80,30.0,None,High,75,Markdown/Clear,Books
SKU00852,374,12.0,None,High,75,Markdown/Clear,Electronics
SKU00853,116,15.0,None,High,75,Markdown/Clear,Health
SKU00854,204,20.0,None,High,75,Markdown/Clear,Electronics
SKU00855,283,25.0,None,High,75,Markdown/Clear,Beauty
SKU00856,364,8.0,None,High,75,Markdown/Clear,Toys
SKU00857,475,30.0,None,High,75,Markdown/Clear,Clothing
SKU00858,136,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU00859,250,15.0,None,High,75,Markdown/Clear,Toys
SKU00860,175,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00861,118,25.0,None,High,75,Markdown/Clear,Books
SKU00862,446,8.0,None,High,75,Markdown/Clear,Books
SKU00863,428,30.0,None,High,75,Markdown/Clear,Food
SKU00864,91,12.0,None,High,75,Markdown/Clear,Automotive
SKU00865,432,15.0,None,High,75,Markdown/Clear,Sports
SKU00866,434,20.0,None,High,75,Markdown/Clear,Toys
SKU00867,160,25.0,None,High,75,Markdown/Clear,Electronics
SKU00868,322,8.0,None,High,75,Markdown/Clear,Books
SKU00869,299,30.0,None,High,75,Markdown/Clear,Health
SKU00870,333,12.0,None,High,75,Markdown/Clear,Health
SKU00871,423,15.0,None,High,75,Markdown/Clear,Books
SKU00872,359,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU00873,295,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU00874,233,8.0,None,High,75,Markdown/Clear,Sports
SKU00875,61,30.0,None,High,75,Markdown/Clear,Clothing
SKU00876,203,12.0,None,High,75,Markdown/Clear,Health
SKU00877,232,15.0,None,High,75,Markdown/Clear,Beauty
SKU00878,495,20.0,None,High,75,Markdown/Clear,Sports
SKU00879,460,25.0,None,High,75,Markdown/Clear,Books
SKU00880,486,8.0,None,High,75,Markdown/Clear,Toys
SKU00881,224,30.0,None,High,75,Markdown/Clear,Books
SKU00882,97,12.0,None,High,75,Markdown/Clear,Health
SKU00883,386,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU00884,112,20.0,None,High,75,Markdown/Clear,Sports
SKU00885,374,25.0,None,High,75,Markdown/Clear,Health
SKU00886,398,8.0,None,High,75,Markdown/Clear,Beauty
SKU00887,103,30.0,None,High,75,Markdown/Clear,Automotive
